
[                                        ] | 0% Completed | 341.41 us
[                                        ] | 0% Completed | 123.17 ms
[                                        ] | 0% Completed | 225.09 ms
[                                        ] | 0% Completed | 332.88 ms
[                                        ] | 0% Completed | 450.70 ms
[                                        ] | 0% Completed | 579.34 ms
[                                        ] | 0% Completed | 692.65 ms
[                                        ] | 0% Completed | 877.05 ms
[                                        ] | 0% Completed | 984.35 ms
[                                        ] | 0% Completed | 1.14 s
[                                        ] | 2% Completed | 1.25 s
[                                        ] | 2% Completed | 1.44 s
[                                        ] | 2% Completed | 1.65 s
[                                        ] | 2% Completed | 2.06 s
[                                        ] | 2% Completed | 2.18 s
[                                        ] | 2% Completed | 2.34 s
[#                                       ] | 4% Completed | 2.49 s
[#                                       ] | 4% Completed | 2.62 s
[#                                       ] | 4% Completed | 2.80 s
[#                                       ] | 4% Completed | 3.01 s
[#                                       ] | 4% Completed | 3.12 s
[#                                       ] | 4% Completed | 3.38 s
[#                                       ] | 4% Completed | 3.60 s
[##                                      ] | 6% Completed | 3.79 s
[##                                      ] | 6% Completed | 3.92 s
[##                                      ] | 6% Completed | 4.05 s
[##                                      ] | 6% Completed | 4.19 s
[##                                      ] | 6% Completed | 4.38 s
[##                                      ] | 6% Completed | 4.48 s
[##                                      ] | 6% Completed | 4.60 s
[##                                      ] | 6% Completed | 4.74 s
[##                                      ] | 7% Completed | 5.41 s
[###                                     ] | 8% Completed | 5.54 s
[###                                     ] | 8% Completed | 5.65 s
[###                                     ] | 8% Completed | 5.80 s
[###                                     ] | 8% Completed | 5.92 s
[###                                     ] | 8% Completed | 6.11 s
[###                                     ] | 8% Completed | 6.29 s
[###                                     ] | 8% Completed | 6.42 s
[###                                     ] | 9% Completed | 6.64 s
[####                                    ] | 10% Completed | 6.75 s
[####                                    ] | 10% Completed | 6.89 s
[####                                    ] | 10% Completed | 7.00 s
[####                                    ] | 10% Completed | 7.10 s
[####                                    ] | 10% Completed | 7.21 s
[####                                    ] | 10% Completed | 7.32 s
[####                                    ] | 10% Completed | 7.44 s
[####                                    ] | 10% Completed | 7.56 s
[####                                    ] | 10% Completed | 7.68 s
[####                                    ] | 11% Completed | 7.91 s
[####                                    ] | 12% Completed | 8.05 s
[####                                    ] | 12% Completed | 8.36 s
[####                                    ] | 12% Completed | 8.55 s
[####                                    ] | 12% Completed | 8.74 s
[####                                    ] | 12% Completed | 8.87 s
[#####                                   ] | 13% Completed | 9.05 s
[#####                                   ] | 14% Completed | 9.16 s
[#####                                   ] | 14% Completed | 9.41 s
[#####                                   ] | 14% Completed | 9.56 s
[#####                                   ] | 14% Completed | 9.69 s
[#####                                   ] | 14% Completed | 9.81 s
[#####                                   ] | 14% Completed | 9.92 s
[#####                                   ] | 14% Completed | 10.08 s
[######                                  ] | 15% Completed | 10.35 s
[######                                  ] | 16% Completed | 10.47 s
[######                                  ] | 16% Completed | 10.59 s
[######                                  ] | 16% Completed | 10.70 s
[######                                  ] | 16% Completed | 10.85 s
[######                                  ] | 16% Completed | 11.05 s
[######                                  ] | 16% Completed | 11.20 s
[######                                  ] | 17% Completed | 11.35 s
[######                                  ] | 17% Completed | 12.00 s
[######                                  ] | 17% Completed | 12.12 s
[#######                                 ] | 18% Completed | 12.24 s
[#######                                 ] | 18% Completed | 12.44 s
[#######                                 ] | 18% Completed | 12.64 s
