
[                                        ] | 0% Completed | 177.86 us
[                                        ] | 0% Completed | 190.66 ms
[                                        ] | 0% Completed | 581.67 ms
[                                        ] | 0% Completed | 856.57 ms
[                                        ] | 0% Completed | 1.23 s
[                                        ] | 2% Completed | 2.20 s
[#                                       ] | 4% Completed | 2.39 s
[##                                      ] | 5% Completed | 2.67 s
[##                                      ] | 6% Completed | 2.96 s
[##                                      ] | 6% Completed | 3.50 s
[###                                     ] | 8% Completed | 3.63 s
[###                                     ] | 8% Completed | 4.35 s
[###                                     ] | 9% Completed | 4.90 s
[####                                    ] | 10% Completed | 5.06 s
[####                                    ] | 10% Completed | 5.52 s
[####                                    ] | 11% Completed | 5.96 s
[####                                    ] | 12% Completed | 6.14 s
[####                                    ] | 12% Completed | 6.35 s
[#####                                   ] | 14% Completed | 7.17 s
[#####                                   ] | 14% Completed | 7.31 s
[######                                  ] | 17% Completed | 7.80 s
[#######                                 ] | 18% Completed | 8.64 s
[#######                                 ] | 18% Completed | 8.92 s
[########                                ] | 20% Completed | 9.48 s
[########                                ] | 21% Completed | 9.69 s
[########                                ] | 21% Completed | 10.00 s
[########                                ] | 22% Completed | 10.64 s
[#########                               ] | 24% Completed | 10.87 s
[#########                               ] | 24% Completed | 11.07 s
[##########                              ] | 25% Completed | 11.29 s
[##########                              ] | 25% Completed | 11.65 s
[##########                              ] | 25% Completed | 11.94 s
[##########                              ] | 27% Completed | 12.17 s
[##########                              ] | 27% Completed | 12.48 s
[##########                              ] | 27% Completed | 12.59 s
[###########                             ] | 29% Completed | 13.16 s
[###########                             ] | 29% Completed | 13.29 s
[###########                             ] | 29% Completed | 13.41 s
[###########                             ] | 29% Completed | 13.67 s
[###########                             ] | 29% Completed | 13.85 s
[###########                             ] | 29% Completed | 14.11 s
[############                            ] | 30% Completed | 14.28 s
[############                            ] | 31% Completed | 14.58 s
[############                            ] | 32% Completed | 15.14 s
[#############                           ] | 33% Completed | 15.48 s
[#############                           ] | 33% Completed | 15.63 s
[##############                          ] | 36% Completed | 16.15 s
[##############                          ] | 36% Completed | 16.33 s
[##############                          ] | 36% Completed | 16.50 s
[##############                          ] | 37% Completed | 17.48 s
[###############                         ] | 39% Completed | 17.70 s
[###############                         ] | 39% Completed | 17.92 s
[###############                         ] | 39% Completed | 18.16 s
[###############                         ] | 39% Completed | 18.33 s
[################                        ] | 41% Completed | 18.59 s
[################                        ] | 42% Completed | 18.79 s
[################                        ] | 42% Completed | 19.07 s
[################                        ] | 42% Completed | 19.26 s
[################                        ] | 42% Completed | 19.40 s
[#################                       ] | 44% Completed | 19.58 s
[#################                       ] | 44% Completed | 19.94 s
[#################                       ] | 44% Completed | 20.10 s
[##################                      ] | 45% Completed | 20.24 s
[##################                      ] | 46% Completed | 20.71 s
[##################                      ] | 47% Completed | 20.93 s
[##################                      ] | 47% Completed | 21.30 s
[###################                     ] | 48% Completed | 21.97 s
[###################                     ] | 48% Completed | 22.10 s
[###################                     ] | 49% Completed | 22.23 s
[###################                     ] | 49% Completed | 22.40 s
[####################                    ] | 50% Completed | 22.61 s
[####################                    ] | 50% Completed | 22.71 s
[####################                    ] | 50% Completed | 22.90 s
[#####################                   ] | 52% Completed | 23.07 s
[#####################                   ] | 52% Completed | 23.49 s
[#####################                   ] | 53% Completed | 24.15 s
[######################                  ] | 56% Completed | 24.56 s
[######################                  ] | 56% Completed | 24.67 s
[######################                  ] | 56% Completed | 25.35 s
[#######################                 ] | 57% Completed | 25.58 s
[#######################                 ] | 58% Completed | 25.77 s
[#######################                 ] | 58% Completed | 26.36 s
[#######################                 ] | 58% Completed | 26.55 s
[#######################                 ] | 58% Completed | 26.81 s
[#######################                 ] | 59% Completed | 27.00 s
[########################                ] | 61% Completed | 27.16 s
[########################                ] | 61% Completed | 27.33 s
[#########################               ] | 62% Completed | 27.52 s
[#########################               ] | 62% Completed | 27.93 s
[#########################               ] | 64% Completed | 28.35 s
[#########################               ] | 64% Completed | 28.54 s
[#########################               ] | 64% Completed | 28.69 s
[#########################               ] | 64% Completed | 28.83 s
[#########################               ] | 64% Completed | 29.10 s
[##########################              ] | 66% Completed | 29.93 s
[###########################             ] | 67% Completed | 30.04 s
[###########################             ] | 67% Completed | 30.27 s
[############################            ] | 70% Completed | 30.39 s
[############################            ] | 70% Completed | 31.53 s
[############################            ] | 71% Completed | 32.09 s
[############################            ] | 71% Completed | 32.49 s
[#############################           ] | 74% Completed | 32.80 s
[##############################          ] | 75% Completed | 32.93 s
[##############################          ] | 75% Completed | 33.19 s
[##############################          ] | 75% Completed | 33.57 s
[##############################          ] | 75% Completed | 33.72 s
[##############################          ] | 75% Completed | 33.87 s
[###############################         ] | 78% Completed | 34.01 s
[###############################         ] | 78% Completed | 34.33 s
[###############################         ] | 78% Completed | 34.62 s
[###############################         ] | 79% Completed | 35.11 s
[###############################         ] | 79% Completed | 35.37 s
[################################        ] | 81% Completed | 36.23 s
[#################################       ] | 84% Completed | 36.78 s
[#################################       ] | 84% Completed | 37.50 s
[#################################       ] | 84% Completed | 37.61 s
[##################################      ] | 86% Completed | 38.19 s
[###################################     ] | 87% Completed | 38.49 s
[###################################     ] | 88% Completed | 39.02 s
[####################################    ] | 90% Completed | 40.18 s
[####################################    ] | 90% Completed | 40.37 s
[#####################################   ] | 92% Completed | 41.01 s
[#####################################   ] | 92% Completed | 41.17 s
[#####################################   ] | 94% Completed | 41.37 s
[#####################################   ] | 94% Completed | 41.78 s
[#####################################   ] | 94% Completed | 42.11 s
[######################################  ] | 95% Completed | 42.23 s
[######################################  ] | 96% Completed | 42.37 s
[####################################### ] | 97% Completed | 42.56 s
[####################################### ] | 98% Completed | 42.67 s
[####################################### ] | 98% Completed | 42.78 s
[########################################] | 100% Completed | 42.88 s

[                                        ] | 0% Completed | 139.97 us
[                                        ] | 0% Completed | 1.08 s
[                                        ] | 0% Completed | 2.42 s
[                                        ] | 0% Completed | 2.52 s
[                                        ] | 0% Completed | 2.62 s
[                                        ] | 0% Completed | 3.49 s
[                                        ] | 0% Completed | 3.91 s
[########################################] | 100% Completed | 4.02 s
