"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","173","test__file_info__returns_file_size","tests.unit.backend.layers.utils","Fri Dec 06 20:23:06 GMT 2024","passed","Fri Dec 06 20:23:06 GMT 2024","TestS3URI","test_uri","",""
"","3","test_has_valid_artifact_statuses__invalid_rds_status_1","tests.unit.processing","Fri Dec 06 20:24:51 GMT 2024","passed","Fri Dec 06 20:24:51 GMT 2024","TestValidArtifactStatuses","test_dataset_metadata_update","",""
"","0","test__gene_label","tests.unit.wmg_processing","Fri Dec 06 20:25:03 GMT 2024","passed","Fri Dec 06 20:25:03 GMT 2024","OntologyLabelTests","test_ontology_labels","",""
"","125","test__to_cxg__simple_anndata_no_corpora_and_sparse","tests.unit.processing","Fri Dec 06 20:24:52 GMT 2024","passed","Fri Dec 06 20:24:52 GMT 2024","TestH5ADDataFile","test_h5ad_data_file","",""
"","4","test__remove_collection_consortia","tests.unit.backend.layers.api","Fri Dec 06 20:22:56 GMT 2024","passed","Fri Dec 06 20:22:56 GMT 2024","TestUpdateCollection","test_portal_api","",""
"","7","test__valid_explorer_cxgs","tests.unit.backend.cellguide.pipeline","Fri Dec 06 20:27:26 GMT 2024","passed","Fri Dec 06 20:27:26 GMT 2024","TestValidExplorerCxgs","test_valid_explorer_cxgs","",""
"","1","test_rollback[rollback_args2]","tests.unit.processing","Fri Dec 06 20:25:36 GMT 2024","passed","Fri Dec 06 20:25:36 GMT 2024","","test_rollback","",""
"","0","test__link__INVALID[other-.com]","tests.unit.backend.layers.common","Fri Dec 06 20:22:59 GMT 2024","passed","Fri Dec 06 20:22:59 GMT 2024","","test_validation","",""
"","11","test_rollback_published_collections","tests.unit.processing","Fri Dec 06 20:25:36 GMT 2024","passed","Fri Dec 06 20:25:36 GMT 2024","","test_rollback","",""
"
        Publish a collection as a non-owner returns 403
        ","6","test__publish_revision_as_not_owner__403","tests.unit.backend.layers.api","Fri Dec 06 20:22:57 GMT 2024","passed","Fri Dec 06 20:22:57 GMT 2024","TestPublishRevision","test_portal_api","",""
"
        POST /datasets returns the canonical dataset id on creation.
        ","4","test_post_datasets_returns_canonical_id","tests.unit.backend.layers.api","Fri Dec 06 20:22:55 GMT 2024","passed","Fri Dec 06 20:22:55 GMT 2024","TestPostDataset","test_curation_api","",""
"","0","test_type_inference[parameters50]","tests.unit.processing","Fri Dec 06 20:25:36 GMT 2024","passed","Fri Dec 06 20:25:36 GMT 2024","","test_type_conversion_utils","",""
"","52","test_get_dataset_id_version_4xx","tests.unit.backend.layers.api","Fri Dec 06 20:22:54 GMT 2024","passed","Fri Dec 06 20:22:54 GMT 2024","TestGetDatasetIdVersions","test_curation_api","",""
"","4","test_patch_private_collection_dataset_no_auth_401","tests.unit.backend.layers.api","Fri Dec 06 20:22:54 GMT 2024","passed","Fri Dec 06 20:22:54 GMT 2024","TestPatchDataset","test_curation_api","",""
"","10","test__set_collection_version_datasets_order__OK","tests.unit.backend.layers.api","Fri Dec 06 20:22:56 GMT 2024","passed","Fri Dec 06 20:22:56 GMT 2024","TestUpdateCollection","test_portal_api","",""
"
        Calling DELETE /collections/:collection_id/datasets/:dataset_id should work according to the
        auth token passed and when using canonical ids. In this case, the unpublished collection
        version will be looked up and used for deletion.
        ","107","test__delete_dataset_by_canonical_id","tests.unit.backend.layers.api","Fri Dec 06 20:22:53 GMT 2024","passed","Fri Dec 06 20:22:54 GMT 2024","TestDeleteDataset","test_curation_api","",""
"","3","test_has_valid_artifact_statuses_1","tests.unit.processing","Fri Dec 06 20:24:50 GMT 2024","passed","Fri Dec 06 20:24:50 GMT 2024","TestValidArtifactStatuses","test_dataset_metadata_update","",""
"","1","test_blank_fields","tests.unit.backend.layers.common","Fri Dec 06 20:22:59 GMT 2024","passed","Fri Dec 06 20:22:59 GMT 2024","","test_validation","",""
"","0","test_type_inference[parameters4]","tests.unit.processing","Fri Dec 06 20:25:36 GMT 2024","passed","Fri Dec 06 20:25:36 GMT 2024","","test_type_conversion_utils","",""
"cannot reupload a dataset that is pending","7","test__reupload_while_processing_dataset__405","tests.unit.backend.layers.api","Fri Dec 06 20:22:57 GMT 2024","passed","Fri Dec 06 20:22:57 GMT 2024","TestCollectionPutUploadLink","test_portal_api","",""
"","17","test__list_collection__check_owner__auth","tests.unit.backend.layers.api","Fri Dec 06 20:22:56 GMT 2024","passed","Fri Dec 06 20:22:56 GMT 2024","TestCollection","test_portal_api","",""
"","6319","test__canonical_marker_genes","tests.unit.backend.cellguide.pipeline","Fri Dec 06 20:22:41 GMT 2024","passed","Fri Dec 06 20:22:48 GMT 2024","CanonicalMarkerGeneCompilerTests","test_canonical_marker_genes","",""
"","24","test__get_collection_id_returns_revision_of_published_collection","tests.unit.backend.layers.api","Fri Dec 06 20:22:56 GMT 2024","passed","Fri Dec 06 20:22:56 GMT 2024","TestCollection","test_portal_api","",""
"","7","test__update_collection__doi__OK","tests.unit.backend.layers.api","Fri Dec 06 20:22:53 GMT 2024","passed","Fri Dec 06 20:22:53 GMT 2024","TestPatchCollectionID","test_curation_api","",""
"
        Asserts a CrossrefFetchException if the GET request fails for any reason
        ","2","test__provider_throws_exception_if_request_fails_with_404","tests.unit.backend.common","Fri Dec 06 20:23:07 GMT 2024","passed","Fri Dec 06 20:23:07 GMT 2024","TestCrossrefProvider","test_crossref_provider","",""
"","2","test_error_wrapper","tests.unit.processing.schema_migration","Fri Dec 06 20:24:49 GMT 2024","passed","Fri Dec 06 20:24:49 GMT 2024","","test_error_wrapper","",""
"","49336","test_marker_genes_cube","tests.unit.wmg_processing","Fri Dec 06 20:24:13 GMT 2024","passed","Fri Dec 06 20:25:03 GMT 2024","MarkerGenesTests","test_marker_genes","",""
