
[                                        ] | 0% Completed | 291.40 us
[                                        ] | 0% Completed | 115.47 ms
[                                        ] | 0% Completed | 238.68 ms
[                                        ] | 0% Completed | 354.06 ms
[                                        ] | 0% Completed | 459.68 ms
[                                        ] | 0% Completed | 811.88 ms
[                                        ] | 0% Completed | 969.73 ms
[                                        ] | 0% Completed | 1.08 s
[                                        ] | 0% Completed | 1.20 s
[                                        ] | 2% Completed | 1.35 s
[                                        ] | 2% Completed | 1.52 s
[                                        ] | 2% Completed | 1.70 s
[                                        ] | 2% Completed | 1.95 s
[                                        ] | 2% Completed | 2.07 s
[                                        ] | 2% Completed | 2.20 s
[                                        ] | 2% Completed | 2.36 s
[#                                       ] | 3% Completed | 2.47 s
[#                                       ] | 4% Completed | 2.64 s
[#                                       ] | 4% Completed | 2.84 s
[#                                       ] | 4% Completed | 3.10 s
[#                                       ] | 4% Completed | 3.24 s
[#                                       ] | 4% Completed | 3.37 s
[#                                       ] | 4% Completed | 3.48 s
[##                                      ] | 5% Completed | 3.70 s
[##                                      ] | 6% Completed | 3.83 s
[##                                      ] | 6% Completed | 3.94 s
[##                                      ] | 6% Completed | 4.42 s
[##                                      ] | 6% Completed | 4.56 s
[##                                      ] | 6% Completed | 4.68 s
[##                                      ] | 7% Completed | 4.79 s
[##                                      ] | 7% Completed | 4.91 s
[###                                     ] | 8% Completed | 5.02 s
[###                                     ] | 8% Completed | 5.20 s
[###                                     ] | 8% Completed | 5.43 s
[###                                     ] | 8% Completed | 5.59 s
[###                                     ] | 8% Completed | 5.72 s
[###                                     ] | 8% Completed | 6.49 s
[###                                     ] | 9% Completed | 6.60 s
[####                                    ] | 10% Completed | 6.71 s
[####                                    ] | 10% Completed | 6.86 s
[####                                    ] | 10% Completed | 7.07 s
[####                                    ] | 10% Completed | 7.23 s
[####                                    ] | 10% Completed | 7.43 s
[####                                    ] | 10% Completed | 7.77 s
[####                                    ] | 11% Completed | 7.88 s
[####                                    ] | 12% Completed | 7.99 s
[####                                    ] | 12% Completed | 8.11 s
[####                                    ] | 12% Completed | 8.30 s
[####                                    ] | 12% Completed | 8.44 s
[####                                    ] | 12% Completed | 8.54 s
[####                                    ] | 12% Completed | 8.95 s
[#####                                   ] | 13% Completed | 9.07 s
[#####                                   ] | 14% Completed | 9.19 s
[#####                                   ] | 14% Completed | 9.34 s
[#####                                   ] | 14% Completed | 9.50 s
