INFO     wmg-v2-api:v2.py:96 PRATHAP!!! Profiler stats:          4650 function calls (4608 primitive calls) in 0.014 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.014    0.007 tracer.py:952(func_wrapper)
        2    0.000    0.000    0.014    0.007 query.py:87(expression_summary)
        2    0.003    0.001    0.014    0.007 query.py:121(_query)
        2    0.000    0.000    0.008    0.004 _decorators.py:323(wrapper)
        2    0.000    0.000    0.008    0.004 concat.py:146(concat)
        2    0.000    0.000    0.008    0.004 concat.py:389(__init__)
        4    0.000    0.000    0.008    0.002 multirange_indexing.py:288(__iter__)
        2    0.004    0.002    0.008    0.004 multirange_indexing.py:393(_run_query)
        2    0.000    0.000    0.003    0.001 {method 'to_pandas' of 'pyarrow.lib._PandasConvertible' objects}
        2    0.000    0.000    0.003    0.001 pandas_compat.py:797(table_to_blockmanager)
        2    0.000    0.000    0.002    0.001 pandas_compat.py:903(_deserialize_column_index)
        2    0.000    0.000    0.002    0.001 multirange_indexing.py:250(__getitem__)
        2    0.000    0.000    0.001    0.001 multi.py:198(new_meth)
        2    0.000    0.000    0.001    0.001 multi.py:501(from_tuples)
        2    0.000    0.000    0.001    0.001 multirange_indexing.py:313(_set_ranges)
        2    0.000    0.000    0.001    0.001 multi.py:435(from_arrays)
        2    0.000    0.000    0.001    0.001 categorical.py:2986(factorize_from_iterables)
        4    0.000    0.000    0.001    0.000 categorical.py:3007(<genexpr>)
        2    0.000    0.000    0.001    0.001 categorical.py:2945(factorize_from_iterable)
        2    0.000    0.000    0.001    0.001 multirange_indexing.py:186(getitem_ranges)
        2    0.000    0.000    0.001    0.001 categorical.py:368(__init__)
        6    0.000    0.000    0.001    0.000 multirange_indexing.py:169(dim_ranges_from_selection)
       10    0.001    0.000    0.001    0.000 multirange_indexing.py:174(<genexpr>)
        2    0.000    0.000    0.001    0.000 pandas_compat.py:1163(_table_to_blocks)
        8    0.000    0.000    0.001    0.000 dtypes.py:185(__init__)
        2    0.000    0.000    0.001    0.000 pandas_compat.py:1174(_flatten_single_level_multiindex)
        8    0.000    0.000    0.001    0.000 dtypes.py:334(_finalize)
        4    0.000    0.000    0.001    0.000 dtypes.py:507(validate_categories)
      6/4    0.000    0.000    0.000    0.000 base.py:430(__new__)
        2    0.000    0.000    0.000    0.000 multirange_indexing.py:304(_set_pyquery)
        2    0.000    0.000    0.000    0.000 multirange_indexing.py:545(_get_pyquery)
  660/652    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.000    0.000 {pyarrow.lib.table_to_blocks}
        2    0.000    0.000    0.000    0.000 algorithms.py:593(factorize)
        2    0.000    0.000    0.000    0.000 concat.py:565(get_result)
        2    0.000    0.000    0.000    0.000 base.py:708(_with_infer)
        2    0.000    0.000    0.000    0.000 multirange_indexing.py:366(__init__)
       40    0.000    0.000    0.000    0.000 array_schema.py:318(attr)
        2    0.000    0.000    0.000    0.000 query.py:154(<listcomp>)
        2    0.000    0.000    0.000    0.000 pandas_compat.py:1170(<listcomp>)
        4    0.000    0.000    0.000    0.000 base.py:2381(is_unique)
        6    0.000    0.000    0.000    0.000 pandas_compat.py:726(_reconstruct_block)
        2    0.000    0.000    0.000    0.000 {method 'nonempty_domain' of 'tiledb.libtiledb.Array' objects}
        2    0.000    0.000    0.000    0.000 concat.py:176(concatenate_managers)
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'pyarrow.lib.Table' objects}
        6    0.000    0.000    0.000    0.000 api.py:36(make_block)
       28    0.000    0.000    0.000    0.000 array_schema.py:155(<genexpr>)
        2    0.000    0.000    0.000    0.000 dataframe_.py:15(check_dataframe_deps)
       68    0.000    0.000    0.000    0.000 ctx.py:425(from_pybind11)
        2    0.000    0.000    0.000    0.000 multi.py:1108(_engine)
        2    0.000    0.000    0.000    0.000 algorithms.py:530(factorize_array)
        8    0.000    0.000    0.000    0.000 version.py:186(__init__)
      166    0.000    0.000    0.000    0.000 generic.py:45(_instancecheck)
        2    0.000    0.000    0.000    0.000 query.py:66(get_indexed_dims_to_lookup_query_criteria)
        2    0.000    0.000    0.000    0.000 concat.py:631(_get_new_axes)
        2    0.000    0.000    0.000    0.000 concat.py:633(<listcomp>)
       70    0.000    0.000    0.000    0.000 ctx.py:404(__init__)
       28    0.000    0.000    0.000    0.000 attribute.py:102(dtype)
        4    0.000    0.000    0.000    0.000 construction.py:493(sanitize_array)
       44    0.000    0.000    0.000    0.000 numerictypes.py:356(issubdtype)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.000    0.000 concat.py:199(<listcomp>)
        2    0.000    0.000    0.000    0.000 concat.py:278(_get_mgr_concatenation_plan)
       12    0.000    0.000    0.000    0.000 compute.py:334(cast)
        2    0.000    0.000    0.000    0.000 query.py:69(get_attrs_for_cube_query)
       10    0.000    0.000    0.000    0.000 multirange_indexing.py:381(<genexpr>)
        2    0.000    0.000    0.000    0.000 algorithms.py:1795(safe_sort)
        2    0.000    0.000    0.000    0.000 tracer.py:783(trace)
        2    0.000    0.000    0.000    0.000 span.py:546(__exit__)
        2    0.000    0.000    0.000    0.000 query.py:70(<listcomp>)
        4    0.000    0.000    0.000    0.000 managers.py:997(__init__)
       10    0.000    0.000    0.000    0.000 array_schema.py:257(domain)
        2    0.000    0.000    0.000    0.000 span.py:260(finish)
        2    0.000    0.000    0.000    0.000 pandas_compat.py:943(_reconstruct_index)
        2    0.000    0.000    0.000    0.000 span.py:272(_finish_ns)
        6    0.000    0.000    0.000    0.000 common.py:235(asarray_tuplesafe)
       20    0.000    0.000    0.000    0.000 base.py:286(is_dtype)
        2    0.000    0.000    0.000    0.000 base.py:2824(hasnans)
        2    0.000    0.000    0.000    0.000 concat.py:638(_get_comb_axis)
        2    0.000    0.000    0.000    0.000 tracer.py:572(_start_span)
        2    0.000    0.000    0.000    0.000 tracer.py:750(_on_span_finish)
        2    0.000    0.000    0.000    0.000 algorithms.py:269(_get_hashtable_algo)
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_convert_objects}
      166    0.000    0.000    0.000    0.000 generic.py:40(_check)
        2    0.000    0.000    0.000    0.000 api.py:78(get_objs_combined_axis)
        4    0.000    0.000    0.000    0.000 managers.py:1040(_verify_integrity)
        2    0.000    0.000    0.000    0.000 base.py:7396(_maybe_cast_data_without_dtype)
        2    0.000    0.000    0.000    0.000 multi.py:302(__new__)
