
[                                        ] | 0% Completed | 816.50 us
[                                        ] | 0% Completed | 104.65 ms
[#                                       ] | 4% Completed | 205.59 ms
[##                                      ] | 6% Completed | 306.22 ms
[####                                    ] | 11% Completed | 406.50 ms
[######                                  ] | 16% Completed | 511.96 ms
[########                                ] | 20% Completed | 612.62 ms
[##########                              ] | 25% Completed | 712.93 ms
[############                            ] | 30% Completed | 814.11 ms
[#############                           ] | 32% Completed | 914.46 ms
[##############                          ] | 37% Completed | 1.01 s
[################                        ] | 41% Completed | 1.12 s
[##################                      ] | 46% Completed | 1.22 s
[####################                    ] | 51% Completed | 1.32 s
[######################                  ] | 55% Completed | 1.42 s
[#######################                 ] | 58% Completed | 1.52 s
[#########################               ] | 62% Completed | 1.62 s
[##########################              ] | 67% Completed | 1.72 s
[##########################              ] | 67% Completed | 1.82 s
[############################            ] | 72% Completed | 1.92 s
[##############################          ] | 76% Completed | 2.03 s
[################################        ] | 81% Completed | 2.13 s
[#################################       ] | 83% Completed | 2.23 s
[###################################     ] | 88% Completed | 2.33 s
[#####################################   ] | 93% Completed | 2.43 s
[######################################  ] | 95% Completed | 2.53 s
[########################################] | 100% Completed | 2.63 s

[                                        ] | 0% Completed | 501.60 us
[                                        ] | 0% Completed | 105.99 ms
[                                        ] | 0% Completed | 206.27 ms
[                                        ] | 0% Completed | 306.55 ms
[#                                       ] | 2% Completed | 406.87 ms
[#                                       ] | 2% Completed | 507.14 ms
[#                                       ] | 4% Completed | 607.58 ms
[##                                      ] | 5% Completed | 708.04 ms
[##                                      ] | 6% Completed | 808.91 ms
[###                                     ] | 8% Completed | 909.21 ms
[###                                     ] | 9% Completed | 1.01 s
[####                                    ] | 11% Completed | 1.11 s
[#####                                   ] | 12% Completed | 1.21 s
[#####                                   ] | 13% Completed | 1.31 s
[#####                                   ] | 13% Completed | 1.41 s
[######                                  ] | 16% Completed | 1.51 s
[#######                                 ] | 18% Completed | 1.61 s
[#######                                 ] | 18% Completed | 1.71 s
[########                                ] | 20% Completed | 1.81 s
[#########                               ] | 23% Completed | 1.91 s
[#########                               ] | 23% Completed | 2.01 s
[##########                              ] | 26% Completed | 2.11 s
[##########                              ] | 26% Completed | 2.21 s
[###########                             ] | 29% Completed | 2.31 s
[###########                             ] | 29% Completed | 2.42 s
[############                            ] | 31% Completed | 2.52 s
[#############                           ] | 33% Completed | 2.62 s
[#############                           ] | 34% Completed | 2.72 s
[###############                         ] | 37% Completed | 2.82 s
[###############                         ] | 37% Completed | 2.92 s
[################                        ] | 40% Completed | 3.02 s
[################                        ] | 41% Completed | 3.12 s
[#################                       ] | 43% Completed | 3.22 s
[#################                       ] | 44% Completed | 3.32 s
[##################                      ] | 45% Completed | 3.42 s
[###################                     ] | 48% Completed | 3.52 s
[####################                    ] | 50% Completed | 3.62 s
[####################                    ] | 50% Completed | 3.72 s
[#####################                   ] | 52% Completed | 3.82 s
[#####################                   ] | 54% Completed | 3.92 s
[######################                  ] | 55% Completed | 4.02 s
[######################                  ] | 55% Completed | 4.13 s
[#######################                 ] | 58% Completed | 4.23 s
[#######################                 ] | 58% Completed | 4.33 s
[########################                ] | 61% Completed | 4.43 s
[#########################               ] | 63% Completed | 4.53 s
[##########################              ] | 65% Completed | 4.63 s
[##########################              ] | 66% Completed | 4.73 s
[###########################             ] | 68% Completed | 4.83 s
[############################            ] | 70% Completed | 4.93 s
[############################            ] | 72% Completed | 5.03 s
[############################            ] | 72% Completed | 5.13 s
[##############################          ] | 75% Completed | 5.23 s
[##############################          ] | 75% Completed | 5.33 s
[###############################         ] | 77% Completed | 5.43 s
[###############################         ] | 79% Completed | 5.53 s
[################################        ] | 80% Completed | 5.64 s
