
[                                        ] | 0% Completed | 185.02 us
[                                        ] | 0% Completed | 717.03 ms
[                                        ] | 0% Completed | 1.33 s
[                                        ] | 0% Completed | 1.48 s
[                                        ] | 2% Completed | 1.69 s
[                                        ] | 2% Completed | 2.12 s
[#                                       ] | 3% Completed | 2.69 s
[##                                      ] | 5% Completed | 2.85 s
[##                                      ] | 5% Completed | 3.36 s
[##                                      ] | 5% Completed | 3.54 s
[##                                      ] | 5% Completed | 3.77 s
[##                                      ] | 7% Completed | 4.10 s
[##                                      ] | 7% Completed | 4.35 s
[##                                      ] | 7% Completed | 5.04 s
[###                                     ] | 8% Completed | 5.46 s
[####                                    ] | 11% Completed | 6.27 s
[####                                    ] | 11% Completed | 6.38 s
[####                                    ] | 11% Completed | 6.68 s
[#####                                   ] | 13% Completed | 6.80 s
[######                                  ] | 15% Completed | 7.48 s
[######                                  ] | 15% Completed | 7.80 s
[######                                  ] | 15% Completed | 8.41 s
[#######                                 ] | 18% Completed | 8.52 s
[#######                                 ] | 19% Completed | 8.87 s
[#######                                 ] | 19% Completed | 9.48 s
[#######                                 ] | 19% Completed | 9.66 s
[#######                                 ] | 19% Completed | 9.88 s
[#######                                 ] | 19% Completed | 10.08 s
[#######                                 ] | 19% Completed | 10.19 s
[########                                ] | 20% Completed | 10.42 s
[########                                ] | 22% Completed | 10.62 s
[########                                ] | 22% Completed | 10.80 s
[########                                ] | 22% Completed | 10.99 s
[########                                ] | 22% Completed | 11.29 s
[#########                               ] | 23% Completed | 11.74 s
[#########                               ] | 24% Completed | 11.89 s
[##########                              ] | 26% Completed | 12.19 s
[##########                              ] | 26% Completed | 12.64 s
[##########                              ] | 26% Completed | 12.86 s
[##########                              ] | 26% Completed | 13.02 s
[##########                              ] | 27% Completed | 13.28 s
[###########                             ] | 29% Completed | 13.98 s
[###########                             ] | 29% Completed | 14.16 s
[###########                             ] | 29% Completed | 14.38 s
[############                            ] | 30% Completed | 14.56 s
[############                            ] | 30% Completed | 14.85 s
[############                            ] | 30% Completed | 15.05 s
[############                            ] | 30% Completed | 15.19 s
[############                            ] | 32% Completed | 15.39 s
[############                            ] | 32% Completed | 15.52 s
[#############                           ] | 34% Completed | 15.96 s
[#############                           ] | 34% Completed | 16.33 s
[#############                           ] | 34% Completed | 16.66 s
[##############                          ] | 37% Completed | 17.01 s
[##############                          ] | 37% Completed | 17.26 s
[##############                          ] | 37% Completed | 17.56 s
[###############                         ] | 38% Completed | 17.69 s
[###############                         ] | 38% Completed | 18.34 s
[###############                         ] | 39% Completed | 18.70 s
[###############                         ] | 39% Completed | 18.89 s
[###############                         ] | 39% Completed | 19.12 s
[################                        ] | 41% Completed | 19.25 s
[################                        ] | 41% Completed | 19.49 s
[################                        ] | 41% Completed | 19.65 s
[################                        ] | 42% Completed | 20.02 s
[################                        ] | 42% Completed | 20.21 s
[################                        ] | 42% Completed | 20.54 s
[#################                       ] | 43% Completed | 20.70 s
[##################                      ] | 46% Completed | 21.38 s
[##################                      ] | 46% Completed | 21.71 s
[###################                     ] | 48% Completed | 22.76 s
[###################                     ] | 48% Completed | 22.87 s
[###################                     ] | 49% Completed | 23.11 s
[####################                    ] | 50% Completed | 23.45 s
[####################                    ] | 50% Completed | 23.67 s
[####################                    ] | 50% Completed | 24.17 s
[#####################                   ] | 52% Completed | 24.38 s
[#####################                   ] | 52% Completed | 24.77 s
[#####################                   ] | 53% Completed | 25.18 s
[#####################                   ] | 53% Completed | 25.31 s
[######################                  ] | 56% Completed | 25.80 s
[######################                  ] | 56% Completed | 26.70 s
[#######################                 ] | 59% Completed | 27.31 s
[#######################                 ] | 59% Completed | 27.51 s
[#######################                 ] | 59% Completed | 27.83 s
[#######################                 ] | 59% Completed | 27.95 s
[#######################                 ] | 59% Completed | 28.13 s
[########################                ] | 60% Completed | 28.24 s
[########################                ] | 61% Completed | 28.49 s
[#########################               ] | 62% Completed | 28.73 s
[#########################               ] | 62% Completed | 28.85 s
[#########################               ] | 63% Completed | 29.14 s
[#########################               ] | 63% Completed | 29.38 s
[#########################               ] | 63% Completed | 29.50 s
[#########################               ] | 63% Completed | 29.60 s
[##########################              ] | 65% Completed | 29.78 s
[##########################              ] | 65% Completed | 29.95 s
[##########################              ] | 65% Completed | 30.13 s
[##########################              ] | 65% Completed | 30.32 s
[##########################              ] | 66% Completed | 30.53 s
[##########################              ] | 66% Completed | 30.79 s
[##########################              ] | 66% Completed | 30.94 s
[###########################             ] | 68% Completed | 31.14 s
[###########################             ] | 69% Completed | 31.93 s
[###########################             ] | 69% Completed | 32.34 s
[############################            ] | 71% Completed | 32.56 s
[############################            ] | 71% Completed | 32.88 s
[############################            ] | 71% Completed | 33.09 s
[############################            ] | 71% Completed | 33.30 s
[#############################           ] | 73% Completed | 33.43 s
