"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 06 23:33:03 GMT 2023","Wed Sep 06 23:33:03 GMT 2023","20","tests.unit.backend.layers.business","test_business","TestCollectionOperations","","","test_create_collection_version_fails_if_other_versions","
        A collection version can only be created if there are no other unpublished versions
        for that specific canonical collection
        "
"passed","Wed Sep 06 23:34:06 GMT 2023","Wed Sep 06 23:34:06 GMT 2023","12","chromium","","useCategoryFilter > Multi-Panel Category > overrideSelectedParents","","","overrides organ with tissue",""
"passed","Wed Sep 06 23:33:00 GMT 2023","Wed Sep 06 23:33:01 GMT 2023","43","tests.unit.backend.layers.api","test_portal_api","TestCollectionDeletion","","","test_delete_collection_revision__ok",""
"skipped","Wed Sep 06 23:36:20 GMT 2023","Wed Sep 06 23:36:20 GMT 2023","18","chromium","","CSV download tests","","","Should verify CSV metadata and header for lung tissue with no group set",""
"passed","Wed Sep 06 23:33:02 GMT 2023","Wed Sep 06 23:33:02 GMT 2023","55","tests.unit.backend.layers.business","test_business","TestGetAllCollections","","","test_get_all_collections_unfiltered_ok","
        All the collection versions for all collections should be returned by `get_collections`, including published,
        unpublished, and all owners.
        "
"passed","Wed Sep 06 23:33:01 GMT 2023","Wed Sep 06 23:33:01 GMT 2023","15","tests.unit.backend.layers.api","test_portal_api","TestDataset","","","test__get_all_datasets_for_index_with_ontology_expansion",""
"passed","Wed Sep 06 23:33:52 GMT 2023","Wed Sep 06 23:33:52 GMT 2023","1","tests.unit.processing","test_handle_error","","","","test_parse_event_with_empty_event",""
"passed","Wed Sep 06 23:34:27 GMT 2023","Wed Sep 06 23:34:27 GMT 2023","37","chromium","","useCategoryFilter > Multi-Panel Category > onRemoveMultiPanelCategoryValueTag","","","removes system",""
"passed","Wed Sep 06 23:32:59 GMT 2023","Wed Sep 06 23:32:59 GMT 2023","14","tests.unit.backend.layers.api","test_curation_api","TestPostDataset","","","test_post_datasets_not_owner_403",""
"passed","Wed Sep 06 23:33:52 GMT 2023","Wed Sep 06 23:33:52 GMT 2023","2","tests.unit.processing","test_handle_error","","","","test_get_failure_slack_notification_message_with_dataset_not_found",""
"passed","Wed Sep 06 23:33:13 GMT 2023","Wed Sep 06 23:33:13 GMT 2023","1","tests.unit.backend.layers.utils","test_type_conversion_utils","TestTypeInference_45","","","test_type_inference",""
"passed","Wed Sep 06 23:32:57 GMT 2023","Wed Sep 06 23:32:57 GMT 2023","60","tests.unit.backend.layers.api","test_curation_api","TestDeleteCollection","","","test__delete_revision_collection_by_collection_version_id",""
"passed","Wed Sep 06 23:35:44 GMT 2023","Wed Sep 06 23:35:45 GMT 2023","183","tests.unit.backend.wmg.api","test_v2","WmgApiV2Tests","","","test__primary_filter_dimensions__returns_valid_response_body",""
"passed","Wed Sep 06 23:34:30 GMT 2023","Wed Sep 06 23:35:02 GMT 2023","32502","tests.unit.cellguide_pipeline","test_metadata_generator","TestMetadataGenerator","","","test__cell_metadata_generator",""
"passed","Wed Sep 06 23:33:13 GMT 2023","Wed Sep 06 23:33:13 GMT 2023","0","tests.unit.backend.layers.utils","test_type_conversion_utils","TestTypeInference_106","","","test_type_inference",""
"passed","Wed Sep 06 23:33:32 GMT 2023","Wed Sep 06 23:33:32 GMT 2023","18","chromium","","useCategoryFilter > Multi-Panel Category > listPartiallySelectedCategoryValues","","","lists system as partially selected if not all children organs or children tissues are selected",""
"passed","Wed Sep 06 23:35:13 GMT 2023","Wed Sep 06 23:35:30 GMT 2023","16495","chromium","","Homepage","","","Should render Sitemap",""
"passed","Wed Sep 06 23:33:13 GMT 2023","Wed Sep 06 23:33:13 GMT 2023","2","tests.unit.backend.layers.utils","test_type_conversion_utils","TestTypeInference_94","","","test_type_inference",""
"passed","Wed Sep 06 23:33:02 GMT 2023","Wed Sep 06 23:33:02 GMT 2023","9","tests.unit.backend.layers.api","test_portal_api","TestCollectionPutUploadLink","","","test__reupload_dataset_not_owner__403",""
"passed","Wed Sep 06 23:32:59 GMT 2023","Wed Sep 06 23:32:59 GMT 2023","1","tests.unit.backend.layers.api","test_gene_info","GeneInfoAPIv1Tests","","","test_gene_checker","
        GeneChecker successfully creates a dictionary of gene names to gene IDs,
        checks validity of gene names, and returns ensembl ID for a gene name.
        "
"passed","Wed Sep 06 23:33:13 GMT 2023","Wed Sep 06 23:33:13 GMT 2023","0","tests.unit.backend.layers.utils","test_type_conversion_utils","TestTypeInference_63","","","test_type_inference",""
"passed","Wed Sep 06 23:33:53 GMT 2023","Wed Sep 06 23:33:53 GMT 2023","10","chromium","","useCategoryFilter > Multi-Panel Category > keyCategoryValueIdsByPanel","","","keys curated panel - Curated panel: system",""
"passed","Wed Sep 06 23:33:00 GMT 2023","Wed Sep 06 23:33:00 GMT 2023","7","tests.unit.backend.layers.api","test_portal_api","TestCollection","","","test__post_collection_ignores_metadata_if_no_doi",""
"passed","Wed Sep 06 23:33:03 GMT 2023","Wed Sep 06 23:33:03 GMT 2023","5","tests.unit.backend.layers.business","test_business","TestUpdateDataset","","","test_update_dataset_status_validation_message_ok","
        The dataset validation message can be updated using `update_dataset_status`
        "
"passed","Wed Sep 06 23:33:02 GMT 2023","Wed Sep 06 23:33:02 GMT 2023","13","tests.unit.backend.layers.api","test_portal_api","TestPublishRevision","","","test__can_publish_owned_collection",""
"passed","Wed Sep 06 23:34:20 GMT 2023","Wed Sep 06 23:34:21 GMT 2023","33","chromium","","filter > Calculate Months Since Publication","","","calculates one month since publication",""
"passed","Wed Sep 06 23:34:48 GMT 2023","Wed Sep 06 23:34:48 GMT 2023","13","chromium","","filter > Format Number to Scale","","","formats 1950000 to 2M",""
"passed","Wed Sep 06 23:33:07 GMT 2023","Wed Sep 06 23:33:07 GMT 2023","45","tests.unit.backend.layers.utils","test_aws_secret","TestAwsSecret","","","test_init_of_existing_secret_retrieves_secret_metadata",""
"passed","Wed Sep 06 23:33:53 GMT 2023","Wed Sep 06 23:33:53 GMT 2023","4","tests.unit.processing.schema_migration","test_dataset_migrate","TestDatasetMigrate","","","test_dataset_migrate_private",""
"passed","Wed Sep 06 23:34:09 GMT 2023","Wed Sep 06 23:34:09 GMT 2023","14","chromium","","filter > Ontology > findOntologyNodeById","","","finds ontology node with ID HsapDv:0000037",""
"passed","Wed Sep 06 23:34:48 GMT 2023","Wed Sep 06 23:34:48 GMT 2023","18","chromium","","filter > Format Number to Scale","","","formats 240000 to 240k",""
"passed","Wed Sep 06 23:33:04 GMT 2023","Wed Sep 06 23:33:04 GMT 2023","0","tests.unit.backend.layers.common","test_validation","","","","test__link__INVALID[data_source-https://]",""
"passed","Wed Sep 06 23:32:57 GMT 2023","Wed Sep 06 23:32:57 GMT 2023","23","tests.unit.backend.layers.api","test_curation_api","TestGetCollections","","","test__get_collections_with_auth__OK_3","The 'revising_in' attribute is equal to the id of the revision Collection"
"passed","Wed Sep 06 23:33:13 GMT 2023","Wed Sep 06 23:33:13 GMT 2023","2","tests.unit.backend.layers.utils","test_type_conversion_utils","TestTypeInference_73","","","test_type_inference",""
"passed","Wed Sep 06 23:33:02 GMT 2023","Wed Sep 06 23:33:02 GMT 2023","2","tests.unit.backend.layers.business","test_business","TestUpdateCollectionDatasets","","","test_add_dataset_to_non_existing_collection_fail","
        Calling `ingest_dataset` on a collection that does not exist should fail
        "
"skipped","Wed Sep 06 23:36:20 GMT 2023","Wed Sep 06 23:36:20 GMT 2023","25","chromium","","CSV download tests","","","Should verify CSV metadata and header lung and blood tissue with sex filter applied and group by selected",""
"passed","Wed Sep 06 23:33:53 GMT 2023","Wed Sep 06 23:33:53 GMT 2023","10","chromium","","useCategoryFilter > Multi-Panel Category > keyCategoryValueIdsByPanel","","","keys curated panel - Explicit panel: tissue",""
"passed","Wed Sep 06 23:32:58 GMT 2023","Wed Sep 06 23:32:58 GMT 2023","35","tests.unit.backend.layers.api","test_curation_api","TestGetCollectionVersionID","","","test_get_collection_version_ok",""
"passed","Wed Sep 06 23:33:02 GMT 2023","Wed Sep 06 23:33:02 GMT 2023","9","tests.unit.backend.layers.auth","test_auth_keys","TestKeys","","","test__regenerate_key__201",""
"passed","Wed Sep 06 23:33:13 GMT 2023","Wed Sep 06 23:33:13 GMT 2023","1","tests.unit.backend.layers.utils","test_type_conversion_utils","TestTypeInference_34","","","test_type_inference",""
"passed","Wed Sep 06 23:32:57 GMT 2023","Wed Sep 06 23:32:57 GMT 2023","15","tests.unit.backend.layers.api","test_curation_api","TestGetCollections","","","test__get_collections_with_auth__OK_5","revision_of contains None if the collection is public"
"passed","Wed Sep 06 23:33:02 GMT 2023","Wed Sep 06 23:33:02 GMT 2023","1","tests.unit.backend.layers.business","test_business","TestCreateCollection","","","test_create_collection_with_bad_links_fail","
        A collection where a link isn't a http URI cannot be created
        "
"passed","Wed Sep 06 23:36:42 GMT 2023","Wed Sep 06 23:37:13 GMT 2023","31575","chromium","","Left side bar","","","Should be able select and de-select options for self-reported-ethnicity-filter filter",""
"passed","Wed Sep 06 23:33:25 GMT 2023","Wed Sep 06 23:35:09 GMT 2023","103690","setup","","global setup","","","set API_URL",""
"passed","Wed Sep 06 23:33:05 GMT 2023","Wed Sep 06 23:33:05 GMT 2023","180","tests.unit.backend.layers.utils","test_aws","TestDeleteManyFromS3","","","test_delete_from_s3_raises_error_for_missing_dataset_id",""
"passed","Wed Sep 06 23:33:00 GMT 2023","Wed Sep 06 23:33:00 GMT 2023","5","tests.unit.backend.layers.api","test_portal_api","TestCollection","","","test__list_collection_options__allow",""
"passed","Wed Sep 06 23:33:04 GMT 2023","Wed Sep 06 23:33:04 GMT 2023","0","tests.unit.backend.layers.common","test_validation","","","","test__link__INVALID[lab_website-https://]",""
"passed","Wed Sep 06 23:33:49 GMT 2023","Wed Sep 06 23:33:49 GMT 2023","5","tests.unit.processing","test_dataset_submissions","TestDatasetSubmissions","","","test__missing_collection_id__raises_error",""
"passed","Wed Sep 06 23:33:01 GMT 2023","Wed Sep 06 23:33:02 GMT 2023","53","tests.unit.backend.layers.api","test_portal_api","TestRevision","","","test__start_revision_of_a_collection__201","
        Start a revision of a collection.
        "
"passed","Wed Sep 06 23:35:22 GMT 2023","Wed Sep 06 23:35:36 GMT 2023","13574","chromium","","Right side bar","","","Should load right side bar loads with legend, methodology, and source data",""
"passed","Wed Sep 06 23:33:01 GMT 2023","Wed Sep 06 23:33:01 GMT 2023","12","tests.unit.backend.layers.api","test_portal_api","TestCollectionDeletion","","","test_delete_private_collection_version__ok",""
"passed","Wed Sep 06 23:34:16 GMT 2023","Wed Sep 06 23:34:33 GMT 2023","17163","chromium","","Manage gene tests","","","Should remove gene",""
"passed","Wed Sep 06 23:33:01 GMT 2023","Wed Sep 06 23:33:01 GMT 2023","7","tests.unit.backend.layers.api","test_portal_api","TestCollectionsCurators","","","test_view_non_owned_private_collection__ok",""
"passed","Wed Sep 06 23:33:00 GMT 2023","Wed Sep 06 23:33:00 GMT 2023","10","tests.unit.backend.layers.api","test_portal_api","TestCollection","","","test__create_collection_strip_string_fields",""
"passed","Wed Sep 06 23:32:57 GMT 2023","Wed Sep 06 23:32:57 GMT 2023","5","tests.unit.backend.layers.api","test_curation_api","TestPostCollection","","","test__create_collection__strip_string_fields",""
"passed","Wed Sep 06 23:34:49 GMT 2023","Wed Sep 06 23:35:08 GMT 2023","18676","tests.unit.backend.wmg","test_tissue_mapper","TissueMapperTest","","","test__get_label_from_id",""
"passed","Wed Sep 06 23:33:00 GMT 2023","Wed Sep 06 23:33:00 GMT 2023","6","tests.unit.backend.layers.api","test_portal_api","TestCollection","","","test__get_collection_id__403_not_found","
        GET /collections/:collection_id returns 403 if an invalid is specified
        "
"passed","Wed Sep 06 23:33:02 GMT 2023","Wed Sep 06 23:33:02 GMT 2023","7","tests.unit.backend.layers.api","test_portal_api","TestCollectionUploadLinkCurators","","","test__can_upload_dataset_to_non_owned_collection_as_super_curator","
        A super curator can upload a dataset to a non-owned collection
        "
"passed","Wed Sep 06 23:34:06 GMT 2023","Wed Sep 06 23:34:06 GMT 2023","50","chromium","","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > system selected","","","includes immune system selected only",""
"passed","Wed Sep 06 23:32:57 GMT 2023","Wed Sep 06 23:32:58 GMT 2023","19","tests.unit.backend.layers.api","test_curation_api","TestGetCollectionID","","","test__get_published_collection_verify_body_is_reshaped_correctly__OK",""
"passed","Wed Sep 06 23:32:57 GMT 2023","Wed Sep 06 23:32:57 GMT 2023","15","tests.unit.backend.layers.api","test_curation_api","TestGetCollections","","","test__get_collections_no_auth__OK",""
"passed","Wed Sep 06 23:33:53 GMT 2023","Wed Sep 06 23:33:53 GMT 2023","4","tests.unit.processing.schema_migration","test_collection_migrate","TestCollectionMigrate","","","test_can_publish_false_and_no_datasets",""
"passed","Wed Sep 06 23:32:58 GMT 2023","Wed Sep 06 23:32:58 GMT 2023","52","tests.unit.backend.layers.api","test_curation_api","TestDeleteDataset","","","test__delete_published_dataset_cxg_admin","
        cxg_admin role can delete published Datasets during revisions using query_param flag 'delete_published=true'
        "
"passed","Wed Sep 06 23:33:01 GMT 2023","Wed Sep 06 23:33:01 GMT 2023","11","tests.unit.backend.layers.api","test_portal_api","TestDatasetCurators","","","test__get_status__200_for_non_owned_dataset_as_super_curator",""
"passed","Wed Sep 06 23:32:58 GMT 2023","Wed Sep 06 23:32:58 GMT 2023","7","tests.unit.backend.layers.api","test_curation_api","TestPatchCollectionID","","","test__update_collection__Super_Curator",""
"passed","Wed Sep 06 23:33:32 GMT 2023","Wed Sep 06 23:33:32 GMT 2023","22","chromium","","useCategoryFilter > Multi-Panel Category > listPartiallySelectedCategoryValues","","","lists system as partially selected when not all children organs are selected",""
"passed","Wed Sep 06 23:32:18 GMT 2023","Wed Sep 06 23:32:18 GMT 2023","22","tests.unit.wmg_processing","test_load_corpus","TestCorpusLoad","","","test_dataset_validation_checks_correct_expression_matrix",""
"passed","Wed Sep 06 23:32:19 GMT 2023","Wed Sep 06 23:32:19 GMT 2023","1","tests.unit.cellguide_pipeline","test_canonical_marker_genes","CanonicalMarkerGeneCompilerUtilsTests","","","test__get_title_and_citation_from_doi",""
"passed","Wed Sep 06 23:33:13 GMT 2023","Wed Sep 06 23:33:13 GMT 2023","1","tests.unit.backend.layers.utils","test_type_conversion_utils","TestTypeInference_65","","","test_type_inference",""
"passed","Wed Sep 06 23:33:03 GMT 2023","Wed Sep 06 23:33:03 GMT 2023","10","tests.unit.backend.layers.business","test_business","TestUpdateDataset","","","test_update_dataset_artifact_ok","
        A dataset artifact can be updated using `update_dataset_artifact`
        "
"passed","Wed Sep 06 23:34:21 GMT 2023","Wed Sep 06 23:34:21 GMT 2023","15","chromium","","filter > Calculate Date Bins","","","calculates bins for 7 months since publication",""
"passed","Wed Sep 06 23:33:13 GMT 2023","Wed Sep 06 23:33:13 GMT 2023","1","tests.unit.backend.layers.utils","test_type_conversion_utils","TestTypeInference_18","","","test_type_inference",""
"passed","Wed Sep 06 23:32:57 GMT 2023","Wed Sep 06 23:32:57 GMT 2023","24","tests.unit.backend.layers.api","test_curation_api","TestGetCollectionVersions","","","test__get_collection_versions_not_published_canonical__404",""
"passed","Wed Sep 06 23:32:57 GMT 2023","Wed Sep 06 23:32:57 GMT 2023","12","tests.unit.backend.layers.api","test_curation_api","TestGetCollections","","","test__verify_expected_private_collection_fields",""
"passed","Wed Sep 06 23:33:12 GMT 2023","Wed Sep 06 23:33:12 GMT 2023","17","tests.unit.backend.layers.utils","test_cxg_generation_utils","TestCxgGenerationUtils","","","test__convert_matrices_to_cxg_arrays__sparse_array_only_store_nonzeros_empty_array",""
"passed","Wed Sep 06 23:33:02 GMT 2023","Wed Sep 06 23:33:02 GMT 2023","12","tests.unit.backend.layers.api","test_portal_api","TestCollectionUploadLinkCurators","","","test__can_reupload_dataset_as_super_curator","
        A super curator can reupload a dataset to a non-owned collection
        "
"passed","Wed Sep 06 23:33:04 GMT 2023","Wed Sep 06 23:33:04 GMT 2023","1","tests.unit.backend.layers.utils","test_api_key","TestAPIKey","","","test_generate",""
"passed","Wed Sep 06 23:33:04 GMT 2023","Wed Sep 06 23:33:04 GMT 2023","0","tests.unit.backend.layers.common","test_validation","","","","test__link__OK[lab_website-http://somewhere.org/path/?abcd=123]",""
"passed","Wed Sep 06 23:32:58 GMT 2023","Wed Sep 06 23:32:58 GMT 2023","11","tests.unit.backend.layers.api","test_curation_api","TestPatchCollectionID","","","test__update_collection_strip_string_fields",""
"passed","Wed Sep 06 23:34:09 GMT 2023","Wed Sep 06 23:34:09 GMT 2023","20","chromium","","filter > Ontology > findOntologyNodeById","","","finds ontology node with ID HsapDv:0000087",""
"passed","Wed Sep 06 23:33:52 GMT 2023","Wed Sep 06 23:33:52 GMT 2023","1","tests.unit.processing","test_handle_error","","","","test_parse_event_without_error_cause",""
"passed","Wed Sep 06 23:33:13 GMT 2023","Wed Sep 06 23:33:13 GMT 2023","0","tests.unit.backend.layers.utils","test_type_conversion_utils","TestTypeInference_113","","","test_type_inference",""
"skipped","Wed Sep 06 23:34:22 GMT 2023","Wed Sep 06 23:34:22 GMT 2023","13","chromium","","Where's My Gene > Newsletter","","","Newsletter Modal - Open/Close",""
"passed","Wed Sep 06 23:33:00 GMT 2023","Wed Sep 06 23:33:00 GMT 2023","10","tests.unit.backend.layers.api","test_portal_api","TestCollection","","","test__post_collection_returns_id_on_success",""
"passed","Wed Sep 06 23:33:04 GMT 2023","Wed Sep 06 23:33:04 GMT 2023","1","tests.unit.backend.layers.common","test_validation","","","","test__link__INVALID[data_source-google.com]",""
"passed","Wed Sep 06 23:35:54 GMT 2023","Wed Sep 06 23:36:25 GMT 2023","30234","chromium","","Cell Guide > CellGuide Card","","","CellGuide card GPT description tooltip displays disclaimer",""
"passed","Wed Sep 06 23:32:18 GMT 2023","Wed Sep 06 23:32:18 GMT 2023","8","tests.unit.wmg_processing","test_load_corpus","TestCorpusLoad","","","test__rankit_value_spread","
        Regardless of the expression values, rankit scores should be spread around 3.0 with higher expression levels
        (compared to other gene expression values for the cell) given a larger score and lower expression values given
        a lower score.
        "
"passed","Wed Sep 06 23:34:06 GMT 2023","Wed Sep 06 23:34:06 GMT 2023","44","chromium","","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > organ and all organ's tissues selected","","","includes blood, blood non-specific, umbilical cord blood, venous blood selected",""
"passed","Wed Sep 06 23:32:38 GMT 2023","Wed Sep 06 23:32:58 GMT 2023","20561","tests.unit.backend.wmg","test_marker_gene_calculation","MarkerGeneCalculationTest","","","test__get_markers_ttest",""
"passed","Wed Sep 06 23:34:06 GMT 2023","Wed Sep 06 23:34:06 GMT 2023","28","chromium","","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects node HsapDv:0000002, child currently selected",""
"passed","Wed Sep 06 23:33:52 GMT 2023","Wed Sep 06 23:33:52 GMT 2023","124","tests.unit.processing","test_h5ad_data_file","TestH5ADDataFile","","","test__to_cxg__simple_anndata_with_different_var_index_than_h5ad",""
