
[                                        ] | 0% Completed | 215.98 us
[                                        ] | 0% Completed | 175.18 ms
[                                        ] | 0% Completed | 760.99 ms
[                                        ] | 0% Completed | 1.08 s
[                                        ] | 0% Completed | 1.23 s
[                                        ] | 1% Completed | 1.52 s
[#                                       ] | 4% Completed | 1.72 s
[#                                       ] | 4% Completed | 1.94 s
[#                                       ] | 4% Completed | 2.10 s
[##                                      ] | 5% Completed | 2.28 s
[##                                      ] | 5% Completed | 2.73 s
[##                                      ] | 5% Completed | 2.88 s
[###                                     ] | 8% Completed | 3.02 s
[###                                     ] | 8% Completed | 3.46 s
[###                                     ] | 8% Completed | 3.69 s
[####                                    ] | 10% Completed | 3.87 s
[#####                                   ] | 12% Completed | 4.55 s
[#####                                   ] | 12% Completed | 4.78 s
[#####                                   ] | 14% Completed | 4.91 s
[#####                                   ] | 14% Completed | 5.12 s
[#####                                   ] | 14% Completed | 5.32 s
[######                                  ] | 15% Completed | 5.51 s
[######                                  ] | 17% Completed | 5.81 s
[######                                  ] | 17% Completed | 5.95 s
[#######                                 ] | 18% Completed | 6.23 s
[#######                                 ] | 18% Completed | 6.34 s
[########                                ] | 20% Completed | 6.72 s
[########                                ] | 21% Completed | 6.83 s
[########                                ] | 21% Completed | 6.97 s
[########                                ] | 21% Completed | 7.33 s
[########                                ] | 21% Completed | 7.60 s
[#########                               ] | 24% Completed | 7.75 s
[#########                               ] | 24% Completed | 7.87 s
[#########                               ] | 24% Completed | 8.29 s
[##########                              ] | 27% Completed | 8.52 s
[##########                              ] | 27% Completed | 8.65 s
[##########                              ] | 27% Completed | 8.91 s
[###########                             ] | 28% Completed | 9.18 s
[###########                             ] | 28% Completed | 9.39 s
[############                            ] | 30% Completed | 9.80 s
[#############                           ] | 32% Completed | 10.13 s
[#############                           ] | 32% Completed | 10.38 s
[#############                           ] | 34% Completed | 10.83 s
[#############                           ] | 34% Completed | 11.08 s
[##############                          ] | 37% Completed | 11.47 s
[##############                          ] | 37% Completed | 11.63 s
[##############                          ] | 37% Completed | 11.79 s
[##############                          ] | 37% Completed | 12.18 s
[##############                          ] | 37% Completed | 12.32 s
[##############                          ] | 37% Completed | 12.49 s
[################                        ] | 41% Completed | 12.61 s
[################                        ] | 41% Completed | 12.72 s
[#################                       ] | 42% Completed | 12.86 s
[#################                       ] | 42% Completed | 13.44 s
[#################                       ] | 44% Completed | 13.57 s
[#################                       ] | 44% Completed | 13.84 s
[#################                       ] | 44% Completed | 14.05 s
[##################                      ] | 47% Completed | 14.77 s
[####################                    ] | 50% Completed | 14.97 s
[####################                    ] | 50% Completed | 15.46 s
[####################                    ] | 50% Completed | 15.65 s
[####################                    ] | 50% Completed | 15.91 s
[####################                    ] | 50% Completed | 16.08 s
[#####################                   ] | 52% Completed | 16.30 s
[#####################                   ] | 54% Completed | 16.67 s
[######################                  ] | 55% Completed | 17.03 s
[######################                  ] | 55% Completed | 17.52 s
[#######################                 ] | 58% Completed | 18.00 s
[#######################                 ] | 58% Completed | 18.30 s
[#######################                 ] | 58% Completed | 18.70 s
[#######################                 ] | 58% Completed | 18.82 s
[#########################               ] | 62% Completed | 19.10 s
[#########################               ] | 64% Completed | 19.29 s
[#########################               ] | 64% Completed | 19.45 s
[#########################               ] | 64% Completed | 20.01 s
[##########################              ] | 65% Completed | 20.28 s
[##########################              ] | 65% Completed | 20.56 s
[##########################              ] | 67% Completed | 20.76 s
[###########################             ] | 68% Completed | 21.10 s
[############################            ] | 70% Completed | 21.36 s
[############################            ] | 70% Completed | 21.57 s
[############################            ] | 71% Completed | 21.88 s
[############################            ] | 71% Completed | 22.03 s
[############################            ] | 71% Completed | 22.14 s
[############################            ] | 71% Completed | 22.26 s
[#############################           ] | 74% Completed | 22.40 s
[#############################           ] | 74% Completed | 22.51 s
[#############################           ] | 74% Completed | 22.64 s
[#############################           ] | 74% Completed | 22.76 s
[#############################           ] | 74% Completed | 23.08 s
[###############################         ] | 78% Completed | 23.49 s
[###############################         ] | 78% Completed | 23.70 s
[################################        ] | 80% Completed | 23.97 s
[################################        ] | 80% Completed | 24.15 s
[################################        ] | 80% Completed | 24.46 s
[################################        ] | 80% Completed | 24.96 s
[#################################       ] | 82% Completed | 25.18 s
[#################################       ] | 84% Completed | 25.37 s
[#################################       ] | 84% Completed | 25.87 s
[##################################      ] | 85% Completed | 25.99 s
[###################################     ] | 88% Completed | 26.29 s
[###################################     ] | 88% Completed | 26.40 s
[###################################     ] | 88% Completed | 26.61 s
[###################################     ] | 88% Completed | 26.75 s
[###################################     ] | 88% Completed | 27.06 s
[###################################     ] | 88% Completed | 27.22 s
[####################################    ] | 90% Completed | 27.39 s
[####################################    ] | 90% Completed | 27.59 s
[#####################################   ] | 92% Completed | 27.81 s
[#####################################   ] | 92% Completed | 27.94 s
[#####################################   ] | 92% Completed | 28.37 s
[#####################################   ] | 92% Completed | 28.48 s
[#####################################   ] | 92% Completed | 28.61 s
[#####################################   ] | 94% Completed | 28.73 s
[######################################  ] | 95% Completed | 28.93 s
[######################################  ] | 97% Completed | 29.08 s
[####################################### ] | 98% Completed | 29.19 s
[####################################### ] | 98% Completed | 29.30 s
