"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > overrideSelectedParents","","","overrides multiple systems with organ",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > onRemoveMultiPanelCategoryValueTag","","","unravels to partially selected organ on remove of tissue",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","5","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects node HsapDv:0000002, child currently selected",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","8","chromium","features/collection/util.test.ts","collection util > Get DOI Path","","","returns DOI path",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","43","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > system, all system's organs and tissues selected with one tissue not selected","","","includes hematopoietic system and blood partially selected and bone marrow, spleen, thymus, blood non-specific, umbilical cord blood selected",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","3","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listPartiallySelectedCategoryValues","","","doesn't list organ as partially selected when single child tissue is selected",""
"skipped","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","0","chromium","features/collection/collection.test.ts","Collection > Deployed Env Tests > invalid DOIs","","","doesn't create a collection with a DOI in an invalid format",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","7","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > system (containing no organs) selected","","","includes all systems, no organs and filtered tissues",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","3","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 240000 to 240k",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","4","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 81572 to 82k",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","6","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 160 to 160",""
"skipped","Tue Jan 03 14:50:49 GMT 2023","Tue Jan 03 14:50:49 GMT 2023","0","tests.unit.wmg_processing","test_cube_pipeline","TestCubePipe","","","test_pipeline_creates_files","
        Test the pipeline successfully copies from mock s3, loads corpus and correctly builds cube/cell_ordering files
        and correctly uploads files to mock s3
        "
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","9","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listMultiPanelSelectedViews","","","builds selected views for one selected system and one partially selected system, with shared selected organs",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","11","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects node HsapDv:0000002, nothing currently selected",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > keyCategoryValueIdsByPanel","","","keys curated panel - Explicit panel: tissue",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","9","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > organ selected","","","includes all systems, all organs and filtered tissues",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects leaf HsapDv:0000003, no siblings currently selected",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","2","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 60 to 60",""
"skipped","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","1","chromium","features/collection/revision.test.ts","Collection Revision","","","starts a revision",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","3","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > overrideSelectedParents > cell type","","","overrides cell subclasses with selected cell type",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","5","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildUINodesByCategoryValueId","","","builds parent child relationships for ureter",""
"passed","Tue Jan 03 14:50:52 GMT 2023","Tue Jan 03 14:50:52 GMT 2023","6","tests.unit.wmg_processing","test_load_corpus","TestCorpusLoad","","","test_expression_matrix_matches_global_index",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","11","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > keyCategoryValueIdsByPanel","","","keys curated panel - Curated panel: system",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listMultiPanelSelectedViews","","","rolls up selected organ and all selected organ's tissues to just organ",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listPartiallySelectedCategoryValues","","","lists system as partially selected when not all children organs are selected",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","de-selects node HsapDv:0000002, sibling selected",""
"passed","Tue Jan 03 14:52:36 GMT 2023","Tue Jan 03 14:52:36 GMT 2023","0","tests.unit.wmg_processing","test_transform","","","","test__generate_primary_filter_dimensions",""
"passed","Tue Jan 03 14:52:36 GMT 2023","Tue Jan 03 14:52:36 GMT 2023","0","tests.unit.wmg_processing","test_update_cube","","","","test_remove_oldest_data_doesnt_run_if_there_are_less_than_3_sets_of_data",""
"passed","Tue Jan 03 14:52:36 GMT 2023","Tue Jan 03 14:52:36 GMT 2023","6","tests.unit.wmg_processing","test_schemas","TestIntegratedCorpusSchema","","","test_integrated_corpus_var_schema_contain_correct_attributes",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","2","chromium","features/filter/utils.test.ts","filter > Ontology > getOntologyKey","","","returns HsapDv for HsapDv:0000045",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","6","chromium","common/queries/filter.test.ts","filter > Build Summary Citation","","","builds summary citation for person first author",""
"passed","Tue Jan 03 14:52:36 GMT 2023","Tue Jan 03 14:52:36 GMT 2023","0","tests.unit.wmg_processing","test_update_cube","","","","test_update_s3_resources_success",""
"passed","Tue Jan 03 14:53:39 GMT 2023","Tue Jan 03 14:53:39 GMT 2023","5","chromium","common/queries/filter.test.ts","filter","","","calculates 23 months since publication",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","23","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects leaf HsapDv:0000081, all siblings currently selected",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","18","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > overrideSelectedParents","","","overrides inferred organ with explicit tissue",""
"passed","Tue Jan 03 14:53:39 GMT 2023","Tue Jan 03 14:53:39 GMT 2023","12","chromium","common/queries/filter.test.ts","filter > Calculate Date Bins","","","calculates bins for 2 months since publication",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","48","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > organ selected","","","includes blood selected only",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listMultiPanelSelectedViews","","","rolls up selected system and all selected system's organs to just system",""
"skipped","Tue Jan 03 14:55:13 GMT 2023","Tue Jan 03 14:55:13 GMT 2023","0","chromium","features/wheresMyGene.test.ts","Where's My Gene","","","delete genes and cell types",""
"passed","Tue Jan 03 14:53:39 GMT 2023","Tue Jan 03 14:53:39 GMT 2023","7","chromium","common/queries/filter.test.ts","filter > Calculate Recency","","","calculates recency for collection with publisher metadata",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","5","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 1500 to 1.5k",""
"passed","Tue Jan 03 14:53:39 GMT 2023","Tue Jan 03 14:53:39 GMT 2023","6","chromium","common/queries/filter.test.ts","filter > Calculate Months Since Publication","","","calculates thirteen months since publication",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","6","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > overrideSelectedParents","","","doesn't override tissue",""
"passed","Tue Jan 03 14:53:40 GMT 2023","Tue Jan 03 14:53:40 GMT 2023","2","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > onRemoveMultiPanelCategoryValueTag","","","removes tissue",""
"passed","Tue Jan 03 14:54:36 GMT 2023","Tue Jan 03 14:54:55 GMT 2023","19036","chromium","features/tosAndPrivacy.test.ts","ToS and Privacy","","","renders the the ToS Page",""
"passed","Tue Jan 03 14:52:36 GMT 2023","Tue Jan 03 14:52:36 GMT 2023","5","tests.unit.wmg_processing","test_schemas","TestIntegratedCorpusSchema","","","test_integrated_corpus_var_schema_contain_correct_dimensions",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","0","chromium","features/filter/utils.test.ts","filter > Ontology > findOntologyNodeById","","","finds ontology node with ID HsapDv:0000002",""
"passed","Tue Jan 03 14:53:41 GMT 2023","Tue Jan 03 14:53:41 GMT 2023","2","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 150 to 150",""
