
[                                        ] | 0% Completed | 204.83 us
[                                        ] | 0% Completed | 128.73 ms
[                                        ] | 0% Completed | 379.05 ms
[                                        ] | 0% Completed | 1.08 s
[                                        ] | 0% Completed | 1.27 s
[                                        ] | 1% Completed | 1.82 s
[##                                      ] | 5% Completed | 2.07 s
[##                                      ] | 5% Completed | 2.30 s
[##                                      ] | 5% Completed | 2.66 s
[##                                      ] | 5% Completed | 2.81 s
[##                                      ] | 5% Completed | 2.91 s
[##                                      ] | 7% Completed | 3.42 s
[###                                     ] | 8% Completed | 3.77 s
[###                                     ] | 9% Completed | 3.95 s
[###                                     ] | 9% Completed | 4.06 s
[####                                    ] | 11% Completed | 4.35 s
[####                                    ] | 11% Completed | 4.67 s
[#####                                   ] | 14% Completed | 5.30 s
[#####                                   ] | 14% Completed | 5.41 s
[#####                                   ] | 14% Completed | 5.57 s
[######                                  ] | 16% Completed | 6.09 s
[######                                  ] | 16% Completed | 6.24 s
[#######                                 ] | 18% Completed | 6.89 s
[#######                                 ] | 18% Completed | 7.04 s
[#######                                 ] | 18% Completed | 7.18 s
[#######                                 ] | 18% Completed | 7.30 s
[########                                ] | 21% Completed | 7.53 s
[########                                ] | 21% Completed | 7.96 s
[#########                               ] | 23% Completed | 8.45 s
[##########                              ] | 25% Completed | 9.16 s
[##########                              ] | 25% Completed | 9.53 s
[###########                             ] | 29% Completed | 9.77 s
[###########                             ] | 29% Completed | 10.00 s
[###########                             ] | 29% Completed | 10.60 s
[###########                             ] | 29% Completed | 10.71 s
[###########                             ] | 29% Completed | 10.92 s
[############                            ] | 32% Completed | 11.07 s
[############                            ] | 32% Completed | 11.24 s
[#############                           ] | 33% Completed | 11.65 s
[##############                          ] | 35% Completed | 11.83 s
[##############                          ] | 35% Completed | 12.24 s
[##############                          ] | 35% Completed | 12.49 s
[##############                          ] | 35% Completed | 12.62 s
[###############                         ] | 39% Completed | 12.73 s
[###############                         ] | 39% Completed | 13.11 s
[################                        ] | 40% Completed | 13.96 s
[################                        ] | 42% Completed | 14.12 s
[################                        ] | 42% Completed | 14.43 s
[#################                       ] | 43% Completed | 14.83 s
[##################                      ] | 46% Completed | 15.22 s
[##################                      ] | 46% Completed | 15.52 s
[##################                      ] | 46% Completed | 16.15 s
[###################                     ] | 47% Completed | 16.30 s
[####################                    ] | 50% Completed | 16.42 s
[####################                    ] | 50% Completed | 16.94 s
[####################                    ] | 50% Completed | 17.14 s
[####################                    ] | 50% Completed | 17.46 s
[####################                    ] | 52% Completed | 17.82 s
[#####################                   ] | 53% Completed | 18.11 s
[#####################                   ] | 54% Completed | 18.47 s
[######################                  ] | 56% Completed | 18.64 s
[######################                  ] | 56% Completed | 18.77 s
[#######################                 ] | 57% Completed | 19.01 s
[#######################                 ] | 57% Completed | 19.13 s
[#######################                 ] | 59% Completed | 19.49 s
[#######################                 ] | 59% Completed | 19.91 s
[#######################                 ] | 59% Completed | 20.07 s
[#######################                 ] | 59% Completed | 20.28 s
[########################                ] | 60% Completed | 20.40 s
[########################                ] | 61% Completed | 20.50 s
[#########################               ] | 64% Completed | 21.40 s
[##########################              ] | 66% Completed | 21.92 s
[##########################              ] | 66% Completed | 22.13 s
[##########################              ] | 66% Completed | 22.28 s
[##########################              ] | 66% Completed | 22.39 s
[###########################             ] | 67% Completed | 22.51 s
[############################            ] | 70% Completed | 22.69 s
[############################            ] | 70% Completed | 22.81 s
[############################            ] | 70% Completed | 23.00 s
[############################            ] | 70% Completed | 23.12 s
[############################            ] | 70% Completed | 23.69 s
[#############################           ] | 73% Completed | 23.79 s
[#############################           ] | 73% Completed | 23.95 s
[#############################           ] | 73% Completed | 24.26 s
[#############################           ] | 74% Completed | 24.51 s
[##############################          ] | 76% Completed | 25.11 s
[##############################          ] | 77% Completed | 25.28 s
[###############################         ] | 78% Completed | 26.15 s
[###############################         ] | 78% Completed | 26.26 s
[################################        ] | 81% Completed | 26.81 s
[#################################       ] | 84% Completed | 27.03 s
[#################################       ] | 84% Completed | 27.30 s
[#################################       ] | 84% Completed | 27.65 s
[#################################       ] | 84% Completed | 27.87 s
[#################################       ] | 84% Completed | 28.12 s
[#################################       ] | 84% Completed | 28.25 s
[##################################      ] | 87% Completed | 28.53 s
[###################################     ] | 88% Completed | 29.30 s
[####################################    ] | 90% Completed | 29.79 s
[#####################################   ] | 92% Completed | 30.18 s
[#####################################   ] | 92% Completed | 30.42 s
[#####################################   ] | 92% Completed | 31.01 s
[######################################  ] | 95% Completed | 31.43 s
[####################################### ] | 98% Completed | 31.54 s
[####################################### ] | 98% Completed | 31.65 s
[########################################] | 100% Completed | 31.76 s

[                                        ] | 0% Completed | 150.26 us
[                                        ] | 0% Completed | 1.15 s
[                                        ] | 0% Completed | 1.25 s
[                                        ] | 0% Completed | 1.35 s
[                                        ] | 0% Completed | 1.46 s
[                                        ] | 0% Completed | 1.57 s
[                                        ] | 0% Completed | 1.68 s
[                                        ] | 0% Completed | 1.92 s
[########################################] | 100% Completed | 2.03 s

[                                        ] | 0% Completed | 197.45 us
[                                        ] | 0% Completed | 113.07 ms
[                                        ] | 0% Completed | 331.97 ms
[                                        ] | 0% Completed | 739.95 ms
[                                        ] | 0% Completed | 981.93 ms
[                                        ] | 0% Completed | 1.19 s
[                                        ] | 0% Completed | 1.32 s
[#                                       ] | 2% Completed | 1.57 s
[##                                      ] | 5% Completed | 1.87 s
[##                                      ] | 5% Completed | 1.99 s
[####                                    ] | 10% Completed | 2.28 s
[####                                    ] | 10% Completed | 2.63 s
[####                                    ] | 10% Completed | 2.77 s
