
[                                        ] | 0% Completed | 201.44 us
[                                        ] | 0% Completed | 644.32 ms
[                                        ] | 0% Completed | 974.97 ms
[                                        ] | 0% Completed | 1.11 s
[                                        ] | 0% Completed | 1.46 s
[                                        ] | 1% Completed | 1.66 s
[#                                       ] | 4% Completed | 1.82 s
[#                                       ] | 4% Completed | 2.01 s
[##                                      ] | 5% Completed | 2.13 s
[##                                      ] | 5% Completed | 2.36 s
[##                                      ] | 5% Completed | 2.52 s
[##                                      ] | 5% Completed | 2.66 s
[##                                      ] | 5% Completed | 2.93 s
[##                                      ] | 7% Completed | 3.24 s
[##                                      ] | 7% Completed | 3.39 s
[###                                     ] | 9% Completed | 3.75 s
[####                                    ] | 11% Completed | 3.98 s
[####                                    ] | 11% Completed | 4.14 s
[#####                                   ] | 14% Completed | 5.38 s
[#####                                   ] | 14% Completed | 5.69 s
[######                                  ] | 16% Completed | 6.12 s
[######                                  ] | 16% Completed | 6.25 s
[#######                                 ] | 18% Completed | 6.71 s
[#######                                 ] | 19% Completed | 6.93 s
[########                                ] | 21% Completed | 7.10 s
[########                                ] | 21% Completed | 7.31 s
[########                                ] | 21% Completed | 7.52 s
[#########                               ] | 22% Completed | 7.63 s
[#########                               ] | 23% Completed | 8.46 s
[##########                              ] | 25% Completed | 8.74 s
[##########                              ] | 26% Completed | 9.11 s
[##########                              ] | 26% Completed | 9.93 s
[###########                             ] | 28% Completed | 10.06 s
[############                            ] | 30% Completed | 10.22 s
[############                            ] | 30% Completed | 10.40 s
[############                            ] | 32% Completed | 10.59 s
[############                            ] | 32% Completed | 11.09 s
[#############                           ] | 33% Completed | 11.20 s
[##############                          ] | 35% Completed | 11.59 s
[##############                          ] | 35% Completed | 12.00 s
[##############                          ] | 36% Completed | 12.17 s
[###############                         ] | 38% Completed | 12.42 s
[###############                         ] | 38% Completed | 12.90 s
[###############                         ] | 38% Completed | 13.10 s
[###############                         ] | 38% Completed | 13.20 s
[################                        ] | 40% Completed | 13.55 s
[################                        ] | 40% Completed | 13.83 s
[################                        ] | 40% Completed | 14.14 s
[################                        ] | 40% Completed | 14.45 s
[################                        ] | 42% Completed | 14.60 s
[##################                      ] | 45% Completed | 14.76 s
[##################                      ] | 45% Completed | 14.92 s
[##################                      ] | 46% Completed | 15.49 s
[###################                     ] | 47% Completed | 15.70 s
[###################                     ] | 49% Completed | 15.83 s
[###################                     ] | 49% Completed | 16.01 s
[###################                     ] | 49% Completed | 16.57 s
[###################                     ] | 49% Completed | 16.83 s
[###################                     ] | 49% Completed | 17.01 s
[####################                    ] | 52% Completed | 17.23 s
[####################                    ] | 52% Completed | 17.42 s
[####################                    ] | 52% Completed | 17.79 s
[####################                    ] | 52% Completed | 17.93 s
[#####################                   ] | 53% Completed | 18.05 s
[#######################                 ] | 57% Completed | 18.23 s
[#######################                 ] | 57% Completed | 19.04 s
[#######################                 ] | 57% Completed | 19.25 s
[########################                ] | 60% Completed | 19.84 s
[########################                ] | 60% Completed | 20.06 s
[########################                ] | 61% Completed | 20.24 s
[########################                ] | 61% Completed | 20.57 s
