
[                                        ] | 0% Completed | 1.11 ms
[                                        ] | 0% Completed | 107.32 ms
[####################                    ] | 50% Completed | 213.41 ms
[####################                    ] | 50% Completed | 313.69 ms
[####################                    ] | 50% Completed | 413.99 ms
[####################                    ] | 50% Completed | 514.26 ms
[####################                    ] | 50% Completed | 614.62 ms
[####################                    ] | 50% Completed | 714.98 ms
[####################                    ] | 50% Completed | 815.36 ms
[####################                    ] | 50% Completed | 915.67 ms
[####################                    ] | 50% Completed | 1.02 s
[####################                    ] | 50% Completed | 1.12 s
[####################                    ] | 50% Completed | 1.22 s
[####################                    ] | 50% Completed | 1.32 s
[####################                    ] | 50% Completed | 1.42 s
[####################                    ] | 50% Completed | 1.52 s
[####################                    ] | 50% Completed | 1.62 s
[####################                    ] | 50% Completed | 1.72 s
[####################                    ] | 50% Completed | 1.82 s
[####################                    ] | 50% Completed | 1.92 s
[####################                    ] | 50% Completed | 2.02 s
[####################                    ] | 50% Completed | 2.12 s
[####################                    ] | 50% Completed | 2.22 s
[####################                    ] | 50% Completed | 2.32 s
[####################                    ] | 50% Completed | 2.42 s
[####################                    ] | 50% Completed | 2.52 s
[####################                    ] | 50% Completed | 2.62 s
[####################                    ] | 50% Completed | 2.72 s
[####################                    ] | 50% Completed | 2.82 s
[####################                    ] | 50% Completed | 2.92 s
[####################                    ] | 50% Completed | 3.02 s
[####################                    ] | 50% Completed | 3.12 s
[####################                    ] | 50% Completed | 3.22 s
[####################                    ] | 50% Completed | 3.33 s
[########################################] | 100% Completed | 3.43 s
