
[                                        ] | 0% Completed | 258.46 us
[                                        ] | 0% Completed | 108.81 ms
[                                        ] | 0% Completed | 799.72 ms
[                                        ] | 0% Completed | 1.00 s
[                                        ] | 0% Completed | 1.22 s
[                                        ] | 0% Completed | 1.53 s
[                                        ] | 1% Completed | 1.74 s
[                                        ] | 1% Completed | 1.85 s
[##                                      ] | 5% Completed | 2.18 s
[##                                      ] | 5% Completed | 2.84 s
[##                                      ] | 5% Completed | 3.30 s
[##                                      ] | 5% Completed | 3.44 s
[####                                    ] | 10% Completed | 3.65 s
[####                                    ] | 11% Completed | 3.83 s
[####                                    ] | 11% Completed | 4.13 s
[####                                    ] | 11% Completed | 4.82 s
[####                                    ] | 11% Completed | 5.16 s
[####                                    ] | 11% Completed | 5.30 s
[######                                  ] | 15% Completed | 5.41 s
[######                                  ] | 15% Completed | 5.52 s
[######                                  ] | 15% Completed | 5.77 s
[######                                  ] | 15% Completed | 6.04 s
[######                                  ] | 15% Completed | 6.18 s
[######                                  ] | 15% Completed | 6.30 s
[######                                  ] | 15% Completed | 6.41 s
[######                                  ] | 15% Completed | 6.52 s
[######                                  ] | 15% Completed | 6.63 s
[######                                  ] | 15% Completed | 6.74 s
[######                                  ] | 17% Completed | 6.84 s
[######                                  ] | 17% Completed | 6.95 s
[######                                  ] | 17% Completed | 7.06 s
[######                                  ] | 17% Completed | 7.17 s
[#######                                 ] | 18% Completed | 7.43 s
[#######                                 ] | 18% Completed | 7.54 s
[#######                                 ] | 18% Completed | 7.66 s
[########                                ] | 20% Completed | 7.77 s
[########                                ] | 20% Completed | 7.87 s
[########                                ] | 20% Completed | 7.98 s
[########                                ] | 20% Completed | 8.09 s
[########                                ] | 21% Completed | 8.21 s
[########                                ] | 21% Completed | 8.32 s
[########                                ] | 21% Completed | 8.43 s
[########                                ] | 21% Completed | 8.53 s
[#########                               ] | 22% Completed | 8.65 s
[#########                               ] | 22% Completed | 8.76 s
[#########                               ] | 22% Completed | 8.87 s
[#########                               ] | 22% Completed | 9.12 s
[#########                               ] | 24% Completed | 9.23 s
[#########                               ] | 24% Completed | 9.35 s
[#########                               ] | 24% Completed | 9.45 s
[#########                               ] | 24% Completed | 9.56 s
[##########                              ] | 25% Completed | 9.66 s
[##########                              ] | 25% Completed | 9.77 s
[##########                              ] | 25% Completed | 9.88 s
[##########                              ] | 27% Completed | 9.99 s
[##########                              ] | 27% Completed | 10.10 s
[##########                              ] | 27% Completed | 10.20 s
[##########                              ] | 27% Completed | 10.31 s
[###########                             ] | 28% Completed | 10.42 s
[###########                             ] | 28% Completed | 10.53 s
[###########                             ] | 28% Completed | 10.79 s
[###########                             ] | 28% Completed | 10.90 s
[############                            ] | 30% Completed | 11.00 s
[############                            ] | 30% Completed | 11.11 s
[############                            ] | 30% Completed | 11.22 s
[############                            ] | 30% Completed | 11.33 s
[#############                           ] | 32% Completed | 11.44 s
[#############                           ] | 32% Completed | 11.55 s
[#############                           ] | 32% Completed | 11.66 s
[#############                           ] | 32% Completed | 11.85 s
[#############                           ] | 32% Completed | 11.96 s
[#############                           ] | 32% Completed | 12.07 s
