
[                                        ] | 0% Completed | 3.82 ms
[                                        ] | 0% Completed | 168.64 ms
[                                        ] | 0% Completed | 402.41 ms
[                                        ] | 0% Completed | 833.40 ms
[                                        ] | 0% Completed | 1.01 s
[                                        ] | 0% Completed | 1.14 s
[                                        ] | 0% Completed | 1.35 s
[#                                       ] | 2% Completed | 1.45 s
[##                                      ] | 5% Completed | 2.46 s
[###                                     ] | 7% Completed | 2.63 s
[####                                    ] | 10% Completed | 2.77 s
[#####                                   ] | 12% Completed | 2.97 s
[######                                  ] | 15% Completed | 3.42 s
[######                                  ] | 15% Completed | 3.84 s
[######                                  ] | 15% Completed | 4.30 s
[########                                ] | 20% Completed | 4.54 s
[#########                               ] | 22% Completed | 4.67 s
[#########                               ] | 22% Completed | 5.10 s
[#########                               ] | 22% Completed | 5.30 s
[##########                              ] | 25% Completed | 5.54 s
[##########                              ] | 25% Completed | 5.79 s
[##########                              ] | 25% Completed | 6.00 s
[############                            ] | 30% Completed | 6.30 s
[############                            ] | 30% Completed | 6.45 s
[############                            ] | 30% Completed | 6.58 s
[############                            ] | 30% Completed | 7.05 s
[###############                         ] | 37% Completed | 7.36 s
[###############                         ] | 37% Completed | 7.68 s
[###############                         ] | 37% Completed | 7.81 s
[################                        ] | 40% Completed | 8.21 s
[################                        ] | 40% Completed | 8.45 s
[################                        ] | 40% Completed | 8.66 s
[################                        ] | 40% Completed | 8.77 s
[##################                      ] | 45% Completed | 8.94 s
[###################                     ] | 47% Completed | 9.73 s
[###################                     ] | 47% Completed | 10.10 s
[####################                    ] | 50% Completed | 10.33 s
[######################                  ] | 55% Completed | 10.92 s
[######################                  ] | 55% Completed | 11.09 s
[######################                  ] | 55% Completed | 11.28 s
[######################                  ] | 55% Completed | 11.46 s
[########################                ] | 60% Completed | 11.82 s
[#########################               ] | 62% Completed | 11.94 s
[#########################               ] | 62% Completed | 12.14 s
[#########################               ] | 62% Completed | 12.26 s
[#########################               ] | 62% Completed | 12.79 s
[#########################               ] | 62% Completed | 13.08 s
[#############################           ] | 72% Completed | 13.55 s
[#############################           ] | 72% Completed | 14.49 s
[###############################         ] | 77% Completed | 14.79 s
[###############################         ] | 77% Completed | 14.99 s
[################################        ] | 80% Completed | 15.45 s
[################################        ] | 80% Completed | 15.71 s
[################################        ] | 80% Completed | 15.82 s
[#################################       ] | 82% Completed | 16.08 s
[#################################       ] | 82% Completed | 16.34 s
[#################################       ] | 82% Completed | 16.55 s
[##################################      ] | 85% Completed | 16.68 s
[##################################      ] | 85% Completed | 16.82 s
[###################################     ] | 87% Completed | 16.99 s
[####################################    ] | 90% Completed | 17.57 s
[####################################    ] | 90% Completed | 17.69 s
[####################################    ] | 90% Completed | 17.85 s
[######################################  ] | 95% Completed | 17.99 s
[######################################  ] | 95% Completed | 18.10 s
[######################################  ] | 95% Completed | 18.33 s
[########################################] | 100% Completed | 18.59 s

[                                        ] | 0% Completed | 155.43 us
[                                        ] | 0% Completed | 163.14 ms
[                                        ] | 0% Completed | 1.29 s
[                                        ] | 0% Completed | 1.40 s
