"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","1","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 160 to 160",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > organ selected","","","includes all systems, all organs and filtered tissues",""
"passed","Mon Dec 19 20:32:37 GMT 2022","Mon Dec 19 20:32:37 GMT 2022","10","chromium","common/queries/filter.test.ts","filter > Build Summary Citation","","","builds summary citation for consortium first author",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects leaf HsapDv:0000003, no siblings currently selected",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","10","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > onRemoveMultiPanelCategoryValueTag","","","unravels to partially selected organ on remove of tissue",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","5","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listPartiallySelectedCategoryValues","","","lists organ as partially selected when tissue is selected",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","39","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > tissue selected","","","includes blood non-specific selected only",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","3","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 1400000 to 1.4M",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","3","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 160000 to 160k",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","6","chromium","features/filter/utils.test.ts","filter > Ontology > findOntologyNodeById","","","finds ontology node with ID HsapDv:0000002",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","4","chromium","features/filter/utils.test.ts","filter > Ontology > getOntologyKey","","","returns MmusDv for MmusDv:0000042",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","2","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 1995 to 2k",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listMultiPanelSelectedViews","","","rolls up selected organ and all selected organ's tissues to just organ",""
"passed","Mon Dec 19 20:33:57 GMT 2022","Mon Dec 19 20:34:17 GMT 2022","20901","chromium","features/tosAndPrivacy.test.ts","ToS and Privacy","","","renders the the Privacy Page",""
"skipped","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","0","chromium","features/geneSets.test.ts","","","","Gene sets",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","20","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","de-selects leaf HsapDv:0000003, ancestor currently selected",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","4","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 1500 to 1.5k",""
"skipped","Mon Dec 19 20:32:38 GMT 2022","Mon Dec 19 20:32:38 GMT 2022","1","chromium","features/collection/collection.test.ts","Collection > Logged In Tests","","","dataset order",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","29","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > onRemoveMultiPanelCategoryValueTag","","","unravels to partially selected system on remove of organ",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","7","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > nothing selected","","","includes all views",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","39","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > system, all system's organs and tissues selected with one tissue not selected","","","includes hematopoietic system and blood partially selected and bone marrow, spleen, thymus, blood non-specific, umbilical cord blood selected",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","3","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 190000 to 190k",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","34","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > system selected","","","includes immune system selected only",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","6","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listPartiallySelectedCategoryValues","","","doesn't list system as partially selected if all children organs are also selected",""
"passed","Mon Dec 19 20:32:37 GMT 2022","Mon Dec 19 20:32:37 GMT 2022","54","chromium","common/queries/filter.test.ts","filter > Calculate Date Bins","","","calculates bins for 7 months since publication",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listMultiPanelSelectedViews","","","rolls up selected system and all selected system's organs to just system",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","7","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildUINodesByCategoryValueId","","","builds parent child relationships for hematopoietic system",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","14","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 1600000 to 1.6M",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","24","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > keyCategoryValueIdsByPanel","","","keys curated panel - Curated panel: system",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","5","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildUINodesByCategoryValueId","","","builds parent child relationships for blood",""
"passed","Mon Dec 19 20:32:37 GMT 2022","Mon Dec 19 20:32:37 GMT 2022","87","chromium","common/queries/filter.test.ts","filter > Calculate Date Bins","","","calculates bins for 4 months since publication",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildUINodesByCategoryValueId","","","builds parent child relationships for ureter",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","2","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > overrideSelectedParents > cell type","","","overrides cell subclasses with selected cell type",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","2","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > overrideSelectedParents > cell type","","","overrides cell classes and subclasses with selected cell type",""
"skipped","Mon Dec 19 20:34:18 GMT 2022","Mon Dec 19 20:34:18 GMT 2022","0","chromium","features/wheresMyGene.test.ts","Where's My Gene","","","Source Data",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","2","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 14500 to 15k",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > organ and tissue selected","","","includes all systems and organs and filtered tissues",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","3","chromium","features/filter/utils.test.ts","filter > Ontology > getOntologyKey","","","returns HsapDv for HsapDv:0000045",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","5","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > onRemoveMultiPanelCategoryValueTag","","","removes organ and all descendants of organ",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects node HsapDv:0000002, child currently selected",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","21","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects leaf HsapDv:0000081, all siblings currently selected",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > onRemoveMultiPanelCategoryValueTag","","","removes system and all descendants of system",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","51","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > system (containing no organs) selected","","","includes renal system partially selected, blood selected",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","21","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects leaf HsapDv:0000003, all siblings and aunt currently selected",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","40","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > system and a mix of system's organs and tissues all selected with one tissue not selected","","","includes hematopoietic system partially selected and bone marrow, spleen, thymus, blood non-specific, umbilical cord blood selected",""
"passed","Mon Dec 19 20:32:37 GMT 2022","Mon Dec 19 20:32:37 GMT 2022","39","chromium","common/queries/filter.test.ts","filter > Calculate Months Since Publication","","","calculates one month since publication",""
"skipped","Mon Dec 19 20:32:38 GMT 2022","Mon Dec 19 20:32:38 GMT 2022","0","chromium","features/collection/collection.test.ts","Collection > Deployed Env Tests > invalid DOIs","","","doesn't create a collection with a DOI in an invalid format",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","de-selects leaf HsapDv:0000003, with siblings",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","3","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > keyCategoryValueIdsByPanel","","","keys panels",""
"passed","Mon Dec 19 20:32:37 GMT 2022","Mon Dec 19 20:32:37 GMT 2022","6","chromium","common/queries/filter.test.ts","filter > Build Summary Citation","","","builds summary citation for person first author",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","5","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listMultiPanelSelectedViews","","","builds selected views for selected organ with single selected tissue",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > onRemoveMultiPanelCategoryValueTag","","","unravels to partially selected system on remove of tissue",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","5","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects node HsapDv:0000002, sibling currently selected",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","9","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 1940000 to 1.9M",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > tissue selected","","","includes all systems, organs and tissue views",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","22","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildUINodesByCategoryValueId","","","builds parent child relationships for renal system",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","10","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listPartiallySelectedCategoryValues","","","doesn't lists tissue as partially selected if only tissue is selected",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","8","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Curated Ontology Category > buildNextOntologyCategoryFilters","","","selects leaf HsapDv:0000083, some siblings currently selected",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","22","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 81572 to 82k",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","34","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > organ and all organ's tissues selected","","","includes blood, blood non-specific, umbilical cord blood, venous blood selected",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","29","chromium","features/filter/utils.test.ts","filter > Ontology > findOntologyParentNode","","","doesn't find parent of HsapDv:0000045",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","4","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > listMultiPanelSelectedViews","","","builds selected views for selected system and selected organs except those for a selected tissue",""
"passed","Mon Dec 19 20:32:40 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","3","chromium","features/filter/utils.test.ts","filter > Format Number to Scale","","","formats 1950000 to 2M",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:40 GMT 2022","44","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > buildMultiPanelCategoryView > system and organ selected","","","includes hematopoietic system partially selected, blood selected",""
"passed","Mon Dec 19 20:32:37 GMT 2022","Mon Dec 19 20:32:37 GMT 2022","5","chromium","common/queries/filter.test.ts","filter > Calculate Months Since Publication","","","calculates thirteen months since publication",""
"passed","Mon Dec 19 20:32:37 GMT 2022","Mon Dec 19 20:32:37 GMT 2022","16","chromium","common/queries/filter.test.ts","filter > Calculate Recency","","","calculates recency for collection with revised at",""
"passed","Mon Dec 19 20:32:38 GMT 2022","Mon Dec 19 20:32:38 GMT 2022","4","chromium","features/collection/util.test.ts","collection util > Get DOI Path","","","returns DOI path",""
"passed","Mon Dec 19 20:32:39 GMT 2022","Mon Dec 19 20:32:39 GMT 2022","1","chromium","features/filter/useCategoryFilter.test.ts","useCategoryFilter > Multi-Panel Category > overrideSelectedParents > cell type","","","overrides cell classes with selected cell type",""
