"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","test__reupload_dataset_not_owner__403","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestCollectionPutUploadLink","test_portal_api","",""
"","2","test_report","tests.unit.processing.schema_migration","Fri Nov 15 18:24:05 GMT 2024","passed","Fri Nov 15 18:24:05 GMT 2024","","test_report","",""
"","2","test_OK","tests.unit.processing.schema_migration","Fri Nov 15 18:24:05 GMT 2024","passed","Fri Nov 15 18:24:05 GMT 2024","TestLogErrorsAndCleanup","test_log_errors_and_cleanup","",""
"","4","test__post_collection_ignores_metadata_if_crossref_exception","tests.unit.backend.layers.api","Fri Nov 15 18:22:55 GMT 2024","passed","Fri Nov 15 18:22:55 GMT 2024","TestCollection","test_portal_api","",""
"","0","test_datetime","tests.unit.backend.layers.utils","Fri Nov 15 18:23:05 GMT 2024","passed","Fri Nov 15 18:23:05 GMT 2024","TestCuratorJSONEncoder","test_json","",""
"","0","test_session_refresh","tests.unit.backend.layers.common","Fri Nov 15 18:22:58 GMT 2024","skipped","Fri Nov 15 18:22:58 GMT 2024","TestSession","test_auth0_manager","",""
"
        A collection version can be published using `publish_collection`
        ","8","test_publish_version_ok","tests.unit.backend.layers.business","Fri Nov 15 18:22:57 GMT 2024","passed","Fri Nov 15 18:22:58 GMT 2024","TestCollectionOperations","test_business","",""
"","3","test__create_deep_zoom_assets_exception","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_spatial_assets_utils","",""
"","0","test__link__OK[other-https://www.google.com]","tests.unit.backend.layers.common","Fri Nov 15 18:22:58 GMT 2024","passed","Fri Nov 15 18:22:58 GMT 2024","","test_validation","",""
"
        `publish_collection_version` should fail if called on a collection version with datasets that have mismatching
        schema versions
        ","5","test_publish_version_fails_on_mismatching_dataset_schema_versions","tests.unit.backend.layers.business","Fri Nov 15 18:22:57 GMT 2024","passed","Fri Nov 15 18:22:57 GMT 2024","TestCollectionOperations","test_business","",""
"","0","test_convert_color_to_hex_format","tests.unit.processing","Fri Nov 15 18:24:05 GMT 2024","passed","Fri Nov 15 18:24:05 GMT 2024","TestColorConversionUtils","test_color_conversion_utils","",""
"","14","test_patch_revision_dataset_owner_202","tests.unit.backend.layers.api","Fri Nov 15 18:22:53 GMT 2024","passed","Fri Nov 15 18:22:53 GMT 2024","TestPatchDataset","test_curation_api","",""
"","6","test__collection_level_processing_status__SUCCESS","tests.unit.backend.layers.api","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:52 GMT 2024","TestGetCollections","test_curation_api","",""
"","4","test_reprocess_cxg_success","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","ProcessingTest","test_processing","",""
"","130","test__query_explicit_cell_ordering__returns_correct_cell_ordering","tests.unit.backend.wmg.api","Fri Nov 15 18:23:08 GMT 2024","passed","Fri Nov 15 18:23:09 GMT 2024","WmgApiV2Tests","test_v2","",""
"
        All the collection versions for all collections should be returned by `get_collections`, including published,
        unpublished, and all owners.
        ","37","test_get_all_collections_unfiltered_ok","tests.unit.backend.layers.business","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestGetAllCollections","test_business","",""
"
        Private datasets the user is authorized to view can be retrieved with `get_all_private_collection_versions_with_datasets`.
        ","94","test_get_all_private_datasets_ok","tests.unit.backend.layers.business","Fri Nov 15 18:22:57 GMT 2024","passed","Fri Nov 15 18:22:57 GMT 2024","TestGetAllDatasets","test_business","",""
"","1","test__missing_curator_file_name__raises_error","tests.unit.processing","Fri Nov 15 18:24:06 GMT 2024","passed","Fri Nov 15 18:24:06 GMT 2024","TestDatasetSubmissions","test_dataset_submissions","",""
"
        The dataset artifact metadata can be updated using `update_dataset_artifact_metadata`
        ","6","test_update_dataset_artifact_metadata_ok","tests.unit.backend.layers.business","Fri Nov 15 18:22:57 GMT 2024","passed","Fri Nov 15 18:22:57 GMT 2024","TestUpdateDataset","test_business","",""
"","22","test__convert_dataframe_to_cxg_array__writes_successfully","tests.unit.processing","Fri Nov 15 18:24:05 GMT 2024","passed","Fri Nov 15 18:24:05 GMT 2024","TestCxgGenerationUtils","test_cxg_generation_utils","",""
"The old token fails to authenticate","4","test__post_token__401_old_token","tests.unit.backend.layers.api","Fri Nov 15 18:22:54 GMT 2024","passed","Fri Nov 15 18:22:55 GMT 2024","TestAuthToken","test_curation_api","",""
"","0","test_type_inference[parameters26]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","176","test__primary_filter_dimensions__returns_valid_response_body","tests.unit.backend.wmg.api","Fri Nov 15 18:23:08 GMT 2024","passed","Fri Nov 15 18:23:08 GMT 2024","WmgApiV2Tests","test_v2","",""
"
        Checks for failure on submit of a data submission policy version that is not a valid version.
        ","6","test__publish_revision_invalid_data_submission_policy_version__400","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestPublishRevision","test_portal_api","",""
"","0","test_filter_issues_with_blocking_issues","tests.unit.scripts","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:52 GMT 2024","TestFilterIssues","test_zenhub_close","",""
"","3096","test__ontology_term_label","tests.unit.wmg_processing","Fri Nov 15 18:25:33 GMT 2024","passed","Fri Nov 15 18:25:36 GMT 2024","OntologyLabelTests","test_ontology_labels","",""
"","0","test__link__OK[doi-https://www.google.com]","tests.unit.backend.layers.common","Fri Nov 15 18:22:58 GMT 2024","passed","Fri Nov 15 18:22:58 GMT 2024","","test_validation","",""
"
        Call process download using a dropbox uri
        ","3","test_download_from_dropbox_uri","tests.unit.processing","Fri Nov 15 18:24:50 GMT 2024","passed","Fri Nov 15 18:24:50 GMT 2024","TestProcessDownload","test_process_download","",""
"","1","test_get_failure_slack_notification_message_with_missing_collection","tests.unit.processing","Fri Nov 15 18:24:49 GMT 2024","passed","Fri Nov 15 18:24:49 GMT 2024","","test_handle_error","",""
"","1","test_get_failure_slack_notification_message_with_dataset_not_found","tests.unit.processing","Fri Nov 15 18:24:49 GMT 2024","passed","Fri Nov 15 18:24:49 GMT 2024","","test_handle_error","",""
"","0","test_type_inference[parameters28]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"
        Tests that the path we use for writing the snapshot is the versioned path.

        NOTE: Ideally, we would want this to be a true test of the cube pipeline that actually runs the pipeline,
        mocks the S3 upload, and then verifies that the API reads are pulling from the correct mocked S3 files.
        This way, we're testing the high-level functionality of the cube pipeline and the API calls directly.
        Since our testing infra doesn't currently support S3 mocks well, the past of least resistance is to test
        the lower level functions that WMG uses to figure out where to write and read snapshots from.
        ","1","test_versioned_s3_paths","tests.unit.wmg_processing","Fri Nov 15 18:23:04 GMT 2024","passed","Fri Nov 15 18:23:04 GMT 2024","TestCubePipe","test_cube_pipeline","",""
"","1","test_type_inference[parameters84]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","8","test_update_raw_h5ad","tests.unit.processing","Fri Nov 15 18:24:06 GMT 2024","passed","Fri Nov 15 18:24:06 GMT 2024","TestDatasetMetadataUpdaterWorker","test_dataset_metadata_update","",""
"","1","test_type_inference[parameters32]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","1030","test_get_dataset_id_versions_ok","tests.unit.backend.layers.api","Fri Nov 15 18:22:53 GMT 2024","passed","Fri Nov 15 18:22:54 GMT 2024","TestGetDatasetIdVersions","test_curation_api","",""
"
        Calling PUT /datasets/:dataset_id should fail with 403 Unauthorized
        if the authenticated user is not the owner of a collection
        ","9","test__from_link__Not_Owner","tests.unit.backend.layers.api","Fri Nov 15 18:22:54 GMT 2024","passed","Fri Nov 15 18:22:54 GMT 2024","TestPutLink","test_curation_api","",""
"","11","test__delete_private_collection_by_collection_version_id","tests.unit.backend.layers.api","Fri Nov 15 18:22:51 GMT 2024","passed","Fri Nov 15 18:22:51 GMT 2024","TestDeleteCollection","test_curation_api","",""
"","1","test_type_inference[parameters1]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"
        `update_collection` should support partial updates: if only a subset of the fields are specified,
        the previous field should not be modified
        ","5","test_update_collection_partial_ok","tests.unit.backend.layers.business","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestUpdateCollection","test_business","",""
"","6","test__bad_link__400","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestCollectionPostUploadLink","test_portal_api","",""
"
        Delete a collection under revision.
        ","35","test__revision_deleted__204","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestDeleteRevision","test_portal_api","",""
