
[                                        ] | 0% Completed | 168.95 us
[                                        ] | 0% Completed | 139.23 ms
[                                        ] | 0% Completed | 470.04 ms
[                                        ] | 0% Completed | 862.25 ms
[                                        ] | 0% Completed | 1.23 s
[                                        ] | 0% Completed | 1.39 s
[                                        ] | 2% Completed | 1.52 s
[                                        ] | 2% Completed | 2.05 s
[                                        ] | 2% Completed | 2.22 s
[#                                       ] | 4% Completed | 2.49 s
[#                                       ] | 4% Completed | 2.69 s
[#                                       ] | 4% Completed | 3.12 s
[#                                       ] | 4% Completed | 3.29 s
[#                                       ] | 4% Completed | 3.41 s
[##                                      ] | 6% Completed | 3.78 s
[##                                      ] | 6% Completed | 3.91 s
[##                                      ] | 7% Completed | 4.07 s
[###                                     ] | 8% Completed | 4.41 s
[###                                     ] | 9% Completed | 4.71 s
[###                                     ] | 9% Completed | 4.91 s
[####                                    ] | 12% Completed | 5.60 s
[####                                    ] | 12% Completed | 6.48 s
[####                                    ] | 12% Completed | 6.65 s
[####                                    ] | 12% Completed | 6.76 s
[#####                                   ] | 13% Completed | 6.98 s
[#####                                   ] | 14% Completed | 7.36 s
[######                                  ] | 15% Completed | 7.75 s
[######                                  ] | 15% Completed | 8.09 s
[######                                  ] | 17% Completed | 8.19 s
[######                                  ] | 17% Completed | 8.31 s
[######                                  ] | 17% Completed | 8.46 s
[######                                  ] | 17% Completed | 8.57 s
[########                                ] | 21% Completed | 9.74 s
[########                                ] | 21% Completed | 10.39 s
[########                                ] | 22% Completed | 11.00 s
[########                                ] | 22% Completed | 11.12 s
[#########                               ] | 24% Completed | 11.49 s
[#########                               ] | 24% Completed | 11.84 s
[##########                              ] | 25% Completed | 12.20 s
[##########                              ] | 26% Completed | 12.34 s
[##########                              ] | 27% Completed | 12.56 s
[##########                              ] | 27% Completed | 12.73 s
[###########                             ] | 28% Completed | 13.03 s
[###########                             ] | 28% Completed | 13.25 s
[###########                             ] | 28% Completed | 13.53 s
[############                            ] | 30% Completed | 13.69 s
[############                            ] | 30% Completed | 14.07 s
[############                            ] | 30% Completed | 14.22 s
[############                            ] | 30% Completed | 14.42 s
[############                            ] | 32% Completed | 15.80 s
[############                            ] | 32% Completed | 15.93 s
[##############                          ] | 35% Completed | 16.26 s
[##############                          ] | 36% Completed | 16.62 s
[##############                          ] | 36% Completed | 16.94 s
[##############                          ] | 36% Completed | 17.06 s
[##############                          ] | 37% Completed | 17.75 s
[################                        ] | 40% Completed | 18.05 s
[################                        ] | 40% Completed | 18.19 s
[################                        ] | 40% Completed | 18.38 s
[################                        ] | 40% Completed | 18.57 s
[################                        ] | 40% Completed | 18.71 s
[################                        ] | 42% Completed | 19.36 s
[#################                       ] | 43% Completed | 19.65 s
[#################                       ] | 43% Completed | 20.17 s
[##################                      ] | 45% Completed | 20.32 s
[##################                      ] | 45% Completed | 20.62 s
[##################                      ] | 45% Completed | 20.77 s
[##################                      ] | 45% Completed | 21.12 s
[##################                      ] | 45% Completed | 21.24 s
[##################                      ] | 45% Completed | 21.47 s
[###################                     ] | 49% Completed | 22.12 s
[###################                     ] | 49% Completed | 22.49 s
[###################                     ] | 49% Completed | 22.73 s
[####################                    ] | 50% Completed | 22.98 s
[####################                    ] | 51% Completed | 23.34 s
[####################                    ] | 51% Completed | 23.57 s
[#####################                   ] | 52% Completed | 23.69 s
[#####################                   ] | 52% Completed | 23.81 s
[#####################                   ] | 53% Completed | 23.92 s
[#####################                   ] | 54% Completed | 24.71 s
[#####################                   ] | 54% Completed | 24.86 s
[#####################                   ] | 54% Completed | 25.00 s
[######################                  ] | 55% Completed | 25.27 s
[######################                  ] | 55% Completed | 25.67 s
[#######################                 ] | 58% Completed | 25.78 s
[#######################                 ] | 58% Completed | 25.91 s
[#######################                 ] | 58% Completed | 26.33 s
[#######################                 ] | 58% Completed | 26.75 s
[########################                ] | 60% Completed | 27.11 s
[########################                ] | 60% Completed | 27.45 s
[########################                ] | 61% Completed | 27.69 s
[#########################               ] | 62% Completed | 27.81 s
[#########################               ] | 62% Completed | 27.99 s
[#########################               ] | 62% Completed | 28.11 s
[#########################               ] | 62% Completed | 28.24 s
[#########################               ] | 62% Completed | 28.55 s
[#########################               ] | 62% Completed | 29.02 s
[#########################               ] | 64% Completed | 29.28 s
[##########################              ] | 65% Completed | 29.81 s
[##########################              ] | 65% Completed | 29.96 s
[##########################              ] | 65% Completed | 30.11 s
[###########################             ] | 67% Completed | 30.44 s
[###########################             ] | 67% Completed | 30.63 s
[###########################             ] | 68% Completed | 31.05 s
[############################            ] | 70% Completed | 31.21 s
[############################            ] | 70% Completed | 31.32 s
[############################            ] | 70% Completed | 31.53 s
[#############################           ] | 73% Completed | 32.35 s
[#############################           ] | 73% Completed | 32.65 s
[#############################           ] | 73% Completed | 32.77 s
[#############################           ] | 73% Completed | 32.90 s
[#############################           ] | 74% Completed | 33.63 s
[#############################           ] | 74% Completed | 33.80 s
[#############################           ] | 74% Completed | 33.91 s
[#############################           ] | 74% Completed | 34.15 s
[#############################           ] | 74% Completed | 34.32 s
[###############################         ] | 77% Completed | 34.48 s
[###############################         ] | 77% Completed | 34.93 s
[###############################         ] | 78% Completed | 35.33 s
[###############################         ] | 78% Completed | 35.51 s
[###############################         ] | 79% Completed | 35.69 s
[################################        ] | 81% Completed | 35.82 s
[################################        ] | 81% Completed | 35.97 s
[################################        ] | 81% Completed | 36.33 s
[################################        ] | 81% Completed | 36.63 s
[################################        ] | 81% Completed | 36.74 s
[################################        ] | 81% Completed | 36.89 s
[#################################       ] | 82% Completed | 37.21 s
[#################################       ] | 83% Completed | 37.33 s
[##################################      ] | 85% Completed | 37.53 s
[##################################      ] | 85% Completed | 38.87 s
[##################################      ] | 86% Completed | 39.13 s
[###################################     ] | 88% Completed | 39.28 s
[###################################     ] | 88% Completed | 39.97 s
[###################################     ] | 88% Completed | 40.10 s
[###################################     ] | 89% Completed | 40.40 s
[###################################     ] | 89% Completed | 40.53 s
[#####################################   ] | 92% Completed | 41.13 s
[#####################################   ] | 92% Completed | 41.34 s
[#####################################   ] | 92% Completed | 41.54 s
[#####################################   ] | 93% Completed | 42.41 s
[######################################  ] | 95% Completed | 43.30 s
[######################################  ] | 95% Completed | 43.53 s
[######################################  ] | 96% Completed | 43.68 s
[########################################] | 100% Completed | 43.79 s

[                                        ] | 0% Completed | 148.97 us
[                                        ] | 0% Completed | 646.77 ms
[                                        ] | 0% Completed | 2.46 s
[                                        ] | 0% Completed | 2.56 s
[                                        ] | 0% Completed | 2.67 s
[                                        ] | 0% Completed | 2.86 s
[                                        ] | 0% Completed | 3.39 s
[########################################] | 100% Completed | 3.49 s
