
[                                        ] | 0% Completed | 209.47 us
[                                        ] | 0% Completed | 704.57 ms
[                                        ] | 0% Completed | 1.03 s
[                                        ] | 0% Completed | 1.21 s
[                                        ] | 0% Completed | 1.37 s
[                                        ] | 0% Completed | 1.56 s
[#                                       ] | 2% Completed | 1.69 s
[#                                       ] | 2% Completed | 1.85 s
[#                                       ] | 4% Completed | 2.03 s
[#                                       ] | 4% Completed | 2.15 s
[##                                      ] | 5% Completed | 2.38 s
[##                                      ] | 5% Completed | 3.15 s
[##                                      ] | 7% Completed | 3.34 s
[###                                     ] | 8% Completed | 3.48 s
[###                                     ] | 8% Completed | 3.91 s
[####                                    ] | 11% Completed | 4.30 s
[####                                    ] | 11% Completed | 4.56 s
[#####                                   ] | 12% Completed | 4.76 s
[#####                                   ] | 12% Completed | 5.07 s
[#####                                   ] | 14% Completed | 5.27 s
[#####                                   ] | 14% Completed | 5.47 s
[#####                                   ] | 14% Completed | 5.74 s
[######                                  ] | 15% Completed | 6.10 s
[#######                                 ] | 18% Completed | 6.21 s
[#######                                 ] | 18% Completed | 6.36 s
[#######                                 ] | 18% Completed | 6.66 s
[#######                                 ] | 18% Completed | 6.79 s
[#######                                 ] | 19% Completed | 6.92 s
[#######                                 ] | 19% Completed | 7.55 s
[#########                               ] | 22% Completed | 7.67 s
[#########                               ] | 22% Completed | 7.96 s
[#########                               ] | 22% Completed | 8.07 s
[#########                               ] | 22% Completed | 8.18 s
[#########                               ] | 23% Completed | 8.29 s
[#########                               ] | 23% Completed | 9.15 s
[##########                              ] | 25% Completed | 9.43 s
[###########                             ] | 28% Completed | 9.74 s
[###########                             ] | 28% Completed | 9.86 s
[###########                             ] | 28% Completed | 10.29 s
[############                            ] | 30% Completed | 10.74 s
[############                            ] | 30% Completed | 11.14 s
[############                            ] | 30% Completed | 11.29 s
[############                            ] | 30% Completed | 11.72 s
[##############                          ] | 35% Completed | 11.84 s
[##############                          ] | 35% Completed | 12.18 s
[##############                          ] | 36% Completed | 12.60 s
[###############                         ] | 39% Completed | 12.74 s
[###############                         ] | 39% Completed | 13.47 s
[###############                         ] | 39% Completed | 13.88 s
[################                        ] | 42% Completed | 14.06 s
[################                        ] | 42% Completed | 14.52 s
[################                        ] | 42% Completed | 14.74 s
[##################                      ] | 45% Completed | 14.92 s
[##################                      ] | 45% Completed | 15.62 s
[##################                      ] | 45% Completed | 15.78 s
[###################                     ] | 49% Completed | 16.03 s
[###################                     ] | 49% Completed | 16.21 s
[###################                     ] | 49% Completed | 16.78 s
[###################                     ] | 49% Completed | 17.10 s
[#####################                   ] | 53% Completed | 17.47 s
[#####################                   ] | 53% Completed | 17.90 s
[#####################                   ] | 53% Completed | 18.04 s
[#####################                   ] | 53% Completed | 18.19 s
[#######################                 ] | 57% Completed | 18.94 s
[#######################                 ] | 59% Completed | 19.47 s
[#######################                 ] | 59% Completed | 19.69 s
[#######################                 ] | 59% Completed | 20.10 s
[########################                ] | 61% Completed | 20.26 s
[########################                ] | 61% Completed | 20.99 s
[#########################               ] | 63% Completed | 21.43 s
[#########################               ] | 64% Completed | 21.58 s
[###########################             ] | 67% Completed | 22.19 s
[###########################             ] | 69% Completed | 22.49 s
[###########################             ] | 69% Completed | 22.61 s
[###########################             ] | 69% Completed | 22.77 s
[###########################             ] | 69% Completed | 23.32 s
[############################            ] | 70% Completed | 23.46 s
[############################            ] | 71% Completed | 23.57 s
[############################            ] | 71% Completed | 23.80 s
[############################            ] | 71% Completed | 24.63 s
[##############################          ] | 76% Completed | 25.58 s
[##############################          ] | 76% Completed | 25.71 s
[##############################          ] | 76% Completed | 25.84 s
[##############################          ] | 77% Completed | 26.01 s
[################################        ] | 80% Completed | 26.39 s
[################################        ] | 81% Completed | 26.63 s
[################################        ] | 81% Completed | 26.86 s
[################################        ] | 81% Completed | 27.15 s
[#################################       ] | 83% Completed | 27.55 s
[#################################       ] | 84% Completed | 27.71 s
[#################################       ] | 84% Completed | 27.92 s
[#################################       ] | 84% Completed | 28.11 s
[#################################       ] | 84% Completed | 28.21 s
[##################################      ] | 85% Completed | 28.44 s
[##################################      ] | 85% Completed | 28.64 s
[###################################     ] | 88% Completed | 28.90 s
[###################################     ] | 88% Completed | 29.08 s
[####################################    ] | 90% Completed | 29.50 s
[####################################    ] | 90% Completed | 29.83 s
[####################################    ] | 91% Completed | 30.01 s
[####################################    ] | 91% Completed | 30.30 s
[#####################################   ] | 94% Completed | 30.73 s
[#####################################   ] | 94% Completed | 31.07 s
[#####################################   ] | 94% Completed | 31.44 s
[######################################  ] | 97% Completed | 31.57 s
[####################################### ] | 98% Completed | 31.68 s
[####################################### ] | 98% Completed | 31.81 s
[####################################### ] | 98% Completed | 31.92 s
[########################################] | 100% Completed | 32.02 s

[                                        ] | 0% Completed | 124.15 us
[                                        ] | 0% Completed | 237.44 ms
[                                        ] | 0% Completed | 1.12 s
[                                        ] | 0% Completed | 1.22 s
[                                        ] | 0% Completed | 1.32 s
[                                        ] | 0% Completed | 1.42 s
[                                        ] | 0% Completed | 1.53 s
[                                        ] | 0% Completed | 1.64 s
[                                        ] | 0% Completed | 1.75 s
[########################################] | 100% Completed | 1.86 s

[                                        ] | 0% Completed | 182.33 us
[                                        ] | 0% Completed | 113.50 ms
[                                        ] | 0% Completed | 789.84 ms
[                                        ] | 0% Completed | 950.81 ms
[                                        ] | 0% Completed | 1.43 s
[#                                       ] | 2% Completed | 1.73 s
[###                                     ] | 7% Completed | 2.12 s
[###                                     ] | 7% Completed | 2.24 s
[###                                     ] | 7% Completed | 2.45 s
[#####                                   ] | 12% Completed | 2.57 s
[#####                                   ] | 12% Completed | 2.69 s
[#####                                   ] | 12% Completed | 3.15 s
[#####                                   ] | 12% Completed | 3.63 s
[#####                                   ] | 12% Completed | 3.76 s
[#######                                 ] | 17% Completed | 4.07 s
[#######                                 ] | 17% Completed | 4.58 s
[#######                                 ] | 17% Completed | 4.75 s
[########                                ] | 20% Completed | 5.01 s
[#########                               ] | 22% Completed | 5.63 s
[###########                             ] | 27% Completed | 6.08 s
[###########                             ] | 27% Completed | 6.45 s
[###########                             ] | 27% Completed | 6.61 s
[###########                             ] | 27% Completed | 6.72 s
[#############                           ] | 32% Completed | 6.86 s
[###############                         ] | 37% Completed | 7.02 s
[###############                         ] | 37% Completed | 7.59 s
[#################                       ] | 42% Completed | 7.89 s
[#################                       ] | 42% Completed | 8.07 s
[#################                       ] | 42% Completed | 8.61 s
[#################                       ] | 42% Completed | 8.88 s
[###################                     ] | 47% Completed | 9.09 s
[###################                     ] | 47% Completed | 9.27 s
[###################                     ] | 47% Completed | 9.44 s
[###################                     ] | 47% Completed | 9.68 s
[###################                     ] | 47% Completed | 9.79 s
[###################                     ] | 47% Completed | 10.03 s
[#####################                   ] | 52% Completed | 10.45 s
[########################                ] | 60% Completed | 11.39 s
[########################                ] | 60% Completed | 12.06 s
[#########################               ] | 62% Completed | 12.52 s
[#########################               ] | 62% Completed | 12.70 s
[#########################               ] | 62% Completed | 12.86 s
[###########################             ] | 67% Completed | 13.06 s
[############################            ] | 70% Completed | 13.20 s
[############################            ] | 70% Completed | 13.87 s
[############################            ] | 70% Completed | 14.15 s
[###############################         ] | 77% Completed | 14.30 s
[###############################         ] | 77% Completed | 14.45 s
[###############################         ] | 77% Completed | 14.97 s
[###############################         ] | 77% Completed | 15.16 s
[#################################       ] | 82% Completed | 15.42 s
[#################################       ] | 82% Completed | 15.82 s
[##################################      ] | 85% Completed | 15.95 s
[##################################      ] | 85% Completed | 16.18 s
[##################################      ] | 85% Completed | 16.34 s
[##################################      ] | 85% Completed | 16.49 s
[##################################      ] | 85% Completed | 16.80 s
[###################################     ] | 87% Completed | 16.97 s
[####################################    ] | 90% Completed | 17.12 s
[######################################  ] | 95% Completed | 17.92 s
[####################################### ] | 97% Completed | 18.03 s
[########################################] | 100% Completed | 18.13 s

[                                        ] | 0% Completed | 135.69 us
[                                        ] | 0% Completed | 165.86 ms
[                                        ] | 0% Completed | 1.11 s
[                                        ] | 0% Completed | 1.22 s
[                                        ] | 0% Completed | 1.33 s
[                                        ] | 0% Completed | 1.44 s
[########################################] | 100% Completed | 1.55 s
